,country,year,sex,suicides_rate
785,Bulgaria,1998,male,218.24999999999997
786,Bulgaria,1999,female,57.830000000000005
787,Bulgaria,1999,male,192.88
788,Bulgaria,2000,female,66.9
789,Bulgaria,2000,male,192.32
790,Bulgaria,2001,female,63.88
791,Bulgaria,2001,male,180.74
792,Bulgaria,2002,female,58.71
793,Bulgaria,2002,male,188.64
794,Bulgaria,2003,female,49.10999999999999
795,Bulgaria,2003,male,158.54
796,Bulgaria,2004,female,41.18
797,Bulgaria,2004,male,142.93999999999997
798,Bulgaria,2005,female,43.65
799,Bulgaria,2005,male,134.41
800,Bulgaria,2006,female,38.559999999999995
801,Bulgaria,2006,male,147.97
802,Bulgaria,2007,female,40.09999999999999
803,Bulgaria,2007,male,133.67000000000002
804,Bulgaria,2008,female,39.56
805,Bulgaria,2008,male,130.78
806,Bulgaria,2009,female,33.730000000000004
807,Bulgaria,2009,male,120.69000000000001
808,Bulgaria,2010,female,33.14
809,Bulgaria,2010,male,125.11
810,Bulgaria,2011,female,25.98
811,Bulgaria,2011,male,107.53999999999998
812,Bulgaria,2012,female,33.379999999999995
813,Bulgaria,2012,male,130.79000000000002
814,Bulgaria,2013,female,24.93
815,Bulgaria,2013,male,109.23
816,Bulgaria,2014,female,30.31
817,Bulgaria,2014,male,109.45999999999998
818,Cabo Verde,2011,female,15.92
819,Cabo Verde,2011,male,117.91999999999999
820,Canada,1985,female,32.47
821,Canada,1985,male,133.99
822,Canada,1986,female,37.61
823,Canada,1986,male,152.5
824,Canada,1987,female,37.18
825,Canada,1987,male,142.15
826,Canada,1988,female,34.83
827,Canada,1988,male,140.54999999999998
828,Canada,1989,female,34.75000000000001
829,Canada,1989,male,136.23
830,Canada,1990,female,29.98
831,Canada,1990,male,135.04
832,Canada,1991,female,29.830000000000002
833,Canada,1991,male,137.95000000000002
834,Canada,1992,female,31.53
835,Canada,1992,male,132.07000000000002
836,Canada,1993,female,32.36
837,Canada,1993,male,131.66
838,Canada,1994,female,30.180000000000003
839,Canada,1994,male,131.73000000000002
840,Canada,1995,female,30.430000000000003
841,Canada,1995,male,133.09
842,Canada,1996,female,30.29
843,Canada,1996,male,132.6
844,Canada,1997,female,28.6
845,Canada,1997,male,122.83000000000001
846,Canada,1998,female,29.51
847,Canada,1998,male,120.61
848,Canada,1999,female,30.29
849,Canada,1999,male,128.15
850,Canada,2000,female,28.1
851,Canada,2000,male,110.9
852,Canada,2001,female,28.729999999999997
853,Canada,2001,male,108.7
854,Canada,2002,female,27.53
855,Canada,2002,male,110.2
856,Canada,2003,female,28.91
857,Canada,2003,male,108.35999999999999
858,Canada,2004,female,29.15
859,Canada,2004,male,102.50999999999999
860,Canada,2005,female,30.230000000000004
861,Canada,2005,male,103.61000000000001
862,Canada,2006,female,27.32
863,Canada,2006,male,99.11
864,Canada,2007,female,29.14
865,Canada,2007,male,98.30999999999999
866,Canada,2008,female,29.24
867,Canada,2008,male,98.35
868,Canada,2009,female,28.759999999999998
869,Canada,2009,male,101.90999999999998
870,Canada,2010,female,30.79
871,Canada,2010,male,101.88
872,Canada,2011,female,30.33
873,Canada,2011,male,94.69000000000001
874,Canada,2012,female,29.710000000000004
875,Canada,2012,male,98.16999999999999
876,Canada,2013,female,31.91
877,Canada,2013,male,101.18
878,Chile,1985,female,12.9
879,Chile,1985,male,96.01000000000002
880,Chile,1986,female,13.029999999999998
881,Chile,1986,male,77.91
882,Chile,1987,female,11.81
883,Chile,1987,male,77.61
884,Chile,1988,female,12.190000000000001
885,Chile,1988,male,82.71000000000001
886,Chile,1989,female,10.14
887,Chile,1989,male,90.3
888,Chile,1990,female,11.180000000000001
889,Chile,1990,male,80.68
890,Chile,1991,female,13.53
891,Chile,1991,male,85.30000000000001
892,Chile,1992,female,8.04
893,Chile,1992,male,70.84
894,Chile,1993,female,9.56
895,Chile,1993,male,93.62000000000002
896,Chile,1994,female,9.240000000000002
897,Chile,1994,male,86.1
898,Chile,1995,female,12.010000000000002
899,Chile,1995,male,96.89999999999999
900,Chile,1996,female,10.95
901,Chile,1996,male,84.75999999999999
902,Chile,1997,female,11.659999999999998
903,Chile,1997,male,88.46999999999998
904,Chile,1998,female,12.67
905,Chile,1998,male,97.1
906,Chile,1999,female,12.170000000000002
907,Chile,1999,male,99.68999999999998
908,Chile,2000,female,16.87
909,Chile,2000,male,132.31
910,Chile,2001,female,17.98
911,Chile,2001,male,129.6
912,Chile,2002,female,20.32
913,Chile,2002,male,128.95999999999998
914,Chile,2003,female,20.49
915,Chile,2003,male,133.04999999999998
916,Chile,2004,female,20.550000000000004
917,Chile,2004,male,135.14
918,Chile,2005,female,19.98
919,Chile,2005,male,127.44999999999999
920,Chile,2006,female,20.72
921,Chile,2006,male,134.34
922,Chile,2007,female,24.930000000000003
923,Chile,2007,male,125.99000000000001
924,Chile,2008,female,29.349999999999998
925,Chile,2008,male,138.53
926,Chile,2009,female,29.439999999999998
927,Chile,2009,male,144.85999999999999
928,Chile,2010,female,25.759999999999998
929,Chile,2010,male,137.12
930,Chile,2011,female,24.91
931,Chile,2011,male,135.93
932,Chile,2012,female,21.669999999999998
933,Chile,2012,male,126.74000000000001
934,Chile,2013,female,21.29
935,Chile,2013,male,113.23000000000002
936,Chile,2014,female,19.96
937,Chile,2014,male,117.41
938,Chile,2015,female,25.77
939,Chile,2015,male,121.91
940,Colombia,1985,female,10.059999999999999
941,Colombia,1985,male,52.50000000000001
942,Colombia,1986,female,8.29
943,Colombia,1986,male,41.82
944,Colombia,1987,female,7.320000000000001
945,Colombia,1987,male,37.849999999999994
946,Colombia,1988,female,7.630000000000001
947,Colombia,1988,male,43.010000000000005
948,Colombia,1989,female,7.05
949,Colombia,1989,male,34.64
950,Colombia,1990,female,7.7
951,Colombia,1990,male,35.73
952,Colombia,1991,female,7.72
953,Colombia,1991,male,35.85
954,Colombia,1992,female,7.84
955,Colombia,1992,male,41.64
956,Colombia,1993,female,7.21
957,Colombia,1993,male,42.02
958,Colombia,1994,female,9.399999999999999
959,Colombia,1994,male,46.55
960,Colombia,1995,female,8.13
961,Colombia,1995,male,41.51
962,Colombia,1996,female,8.379999999999999
963,Colombia,1996,male,44.79
964,Colombia,1997,female,8.9
965,Colombia,1997,male,43.87
966,Colombia,1998,female,14.42
967,Colombia,1998,male,67.25999999999999
968,Colombia,1999,female,13.92
969,Colombia,1999,male,70.17999999999999
970,Colombia,2000,female,15.729999999999999
971,Colombia,2000,male,74.05000000000001
972,Colombia,2001,female,15.78
973,Colombia,2001,male,72.49
974,Colombia,2002,female,15.54
975,Colombia,2002,male,65.83999999999999
976,Colombia,2003,female,16.16
977,Colombia,2003,male,63.69
978,Colombia,2004,female,14.530000000000001
979,Colombia,2004,male,69.72
980,Colombia,2005,female,12.67
981,Colombia,2005,male,62.17
982,Colombia,2006,female,12.299999999999999
983,Colombia,2006,male,66.11
984,Colombia,2007,female,11.56
985,Colombia,2007,male,62.69
986,Colombia,2008,female,11.71
987,Colombia,2008,male,62.51
988,Colombia,2009,female,11.440000000000001
989,Colombia,2009,male,62.39
990,Colombia,2010,female,10.12
991,Colombia,2010,male,57.12
992,Colombia,2011,female,9.54
993,Colombia,2011,male,53.339999999999996
994,Colombia,2012,female,9.979999999999999
995,Colombia,2012,male,56.47
996,Colombia,2013,female,10.05
997,Colombia,2013,male,53.48
998,Colombia,2014,female,9.299999999999999
999,Colombia,2014,male,57.32
1000,Colombia,2015,female,12.400000000000002
1001,Colombia,2015,male,58.0
1002,Costa Rica,1985,female,7.08
1003,Costa Rica,1985,male,62.379999999999995
1004,Costa Rica,1986,female,5.640000000000001
1005,Costa Rica,1986,male,84.19999999999999
1006,Costa Rica,1987,female,8.66
1007,Costa Rica,1987,male,76.9
1008,Costa Rica,1988,female,6.4399999999999995
1009,Costa Rica,1988,male,82.54
1010,Costa Rica,1989,female,11.959999999999997
1011,Costa Rica,1989,male,72.80999999999997
1012,Costa Rica,1990,female,11.299999999999999
1013,Costa Rica,1990,male,81.97000000000001
1014,Costa Rica,1991,female,6.71
1015,Costa Rica,1991,male,55.010000000000005
1016,Costa Rica,1992,female,9.020000000000001
1017,Costa Rica,1992,male,63.519999999999996
1018,Costa Rica,1993,female,10.419999999999998
1019,Costa Rica,1993,male,88.41000000000001
1020,Costa Rica,1994,female,10.86
1021,Costa Rica,1994,male,69.92999999999999
1022,Costa Rica,1995,female,12.45
1023,Costa Rica,1995,male,66.72999999999999
1024,Costa Rica,1996,female,8.02
1025,Costa Rica,1996,male,86.84
1026,Costa Rica,1997,female,10.69
1027,Costa Rica,1997,male,69.94
1028,Costa Rica,1998,female,9.049999999999999
1029,Costa Rica,1998,male,83.03999999999999
1030,Costa Rica,1999,female,6.97
1031,Costa Rica,1999,male,78.09
1032,Costa Rica,2000,female,10.6
1033,Costa Rica,2000,male,77.68999999999998
1034,Costa Rica,2001,female,9.35
1035,Costa Rica,2001,male,66.67999999999999
1036,Costa Rica,2002,female,10.91
1037,Costa Rica,2002,male,84.71000000000001
1038,Costa Rica,2003,female,14.280000000000001
1039,Costa Rica,2003,male,101.6
1040,Costa Rica,2004,female,13.709999999999999
1041,Costa Rica,2004,male,87.01
1042,Costa Rica,2005,female,10.07
1043,Costa Rica,2005,male,68.66
1044,Costa Rica,2006,female,17.03
1045,Costa Rica,2006,male,83.8
1046,Costa Rica,2007,female,11.29
1047,Costa Rica,2007,male,64.06
1048,Costa Rica,2008,female,11.059999999999999
1049,Costa Rica,2008,male,61.209999999999994
1050,Costa Rica,2009,female,10.38
1051,Costa Rica,2009,male,66.99
1052,Costa Rica,2010,female,10.200000000000001
1053,Costa Rica,2010,male,74.15
1054,Costa Rica,2011,female,13.940000000000001
1055,Costa Rica,2011,male,75.89
1056,Costa Rica,2012,female,9.7
1057,Costa Rica,2012,male,71.05999999999999
1058,Costa Rica,2013,female,9.93
1059,Costa Rica,2013,male,79.33
1060,Costa Rica,2014,female,12.39
1061,Costa Rica,2014,male,58.46
1062,Croatia,1995,female,66.19
1063,Croatia,1995,male,239.35
1064,Croatia,1996,female,74.22
1065,Croatia,1996,male,260.57
1066,Croatia,1997,female,79.02999999999999
1067,Croatia,1997,male,234.67
1068,Croatia,1998,female,78.27
1069,Croatia,1998,male,266.03000000000003
1070,Croatia,1999,female,73.82999999999998
1071,Croatia,1999,male,253.45000000000002
1072,Croatia,2000,female,71.89
1073,Croatia,2000,male,250.85999999999999
1074,Croatia,2001,female,62.14
1075,Croatia,2001,male,225.39999999999998
1076,Croatia,2002,female,67.74
1077,Croatia,2002,male,236.38
1078,Croatia,2003,female,51.6
1079,Croatia,2003,male,230.08999999999997
1080,Croatia,2004,female,60.349999999999994
1081,Croatia,2004,male,241.89000000000001
1082,Croatia,2005,female,59.82
1083,Croatia,2005,male,209.74999999999997
1084,Croatia,2006,female,57.809999999999995
1085,Croatia,2006,male,190.41
1086,Croatia,2007,female,53.169999999999995
1087,Croatia,2007,male,190.28
1088,Croatia,2008,female,49.53
1089,Croatia,2008,male,216.16
1090,Croatia,2009,female,47.059999999999995
1091,Croatia,2009,male,207.23
1092,Croatia,2010,female,50.27
1093,Croatia,2010,male,191.70000000000002
1094,Croatia,2011,female,46.56999999999999
1095,Croatia,2011,male,174.54
1096,Croatia,2012,female,47.459999999999994
1097,Croatia,2012,male,191.55
1098,Croatia,2013,female,37.39
1099,Croatia,2013,male,172.91
1100,Croatia,2014,female,48.260000000000005
1101,Croatia,2014,male,173.78
1102,Croatia,2015,female,51.63
1103,Croatia,2015,male,178.04999999999998
1104,Croatia,2016,female,41.870000000000005
1105,Croatia,2016,male,171.69
1106,Cuba,1992,female,128.84
1107,Cuba,1992,male,240.87
1108,Cuba,1993,female,134.3
1109,Cuba,1993,male,258.63
1110,Cuba,1994,female,110.11000000000001
1111,Cuba,1994,male,253.2
1112,Cuba,1995,female,106.6
1113,Cuba,1995,male,246.15999999999997
1114,Cuba,1996,female,88.04
1115,Cuba,1996,male,228.19
1116,Cuba,1997,female,82.45
1117,Cuba,1997,male,234.95000000000002
1118,Cuba,1998,female,86.88
1119,Cuba,1998,male,240.10000000000002
1120,Cuba,1999,female,75.96
1121,Cuba,1999,male,230.16
1122,Cuba,2000,female,67.87
1123,Cuba,2000,male,204.9
1124,Cuba,2001,female,56.19
1125,Cuba,2001,male,188.32000000000002
1126,Cuba,2002,female,60.07000000000001
1127,Cuba,2002,male,180.35000000000002
1128,Cuba,2003,female,47.1
1129,Cuba,2003,male,174.02
1130,Cuba,2004,female,44.760000000000005
1131,Cuba,2004,male,171.35999999999999
1132,Cuba,2005,female,44.93
1133,Cuba,2005,male,161.00999999999996
1134,Cuba,2006,female,34.11
1135,Cuba,2006,male,168.43999999999997
1136,Cuba,2007,female,34.98
1137,Cuba,2007,male,153.20000000000002
1138,Cuba,2008,female,36.31
1139,Cuba,2008,male,154.67999999999998
1140,Cuba,2009,female,38.47999999999999
1141,Cuba,2009,male,162.84999999999997
1142,Cuba,2010,female,37.269999999999996
1143,Cuba,2010,male,164.86
1144,Cuba,2011,female,36.879999999999995
1145,Cuba,2011,male,170.17000000000002
1146,Cuba,2012,female,35.489999999999995
1147,Cuba,2012,male,168.51
1148,Cuba,2013,female,34.68
1149,Cuba,2013,male,155.77999999999997
1150,Cuba,2014,female,34.22
1151,Cuba,2014,male,150.40999999999997
1152,Cuba,2015,female,34.07
1153,Cuba,2015,male,160.24
1154,Cyprus,1999,female,0.0
1155,Cyprus,1999,male,1.57
1156,Cyprus,2000,female,0.0
1157,Cyprus,2000,male,8.36
1158,Cyprus,2004,female,2.81
1159,Cyprus,2004,male,6.359999999999999
1160,Cyprus,2005,female,7.140000000000001
1161,Cyprus,2005,male,17.6
1162,Cyprus,2006,female,8.87
1163,Cyprus,2006,male,18.77
1164,Cyprus,2007,female,5.68
1165,Cyprus,2007,male,30.490000000000006
1166,Cyprus,2008,female,11.95
1167,Cyprus,2008,male,47.120000000000005
1168,Cyprus,2009,female,10.35
1169,Cyprus,2009,male,45.18
1170,Cyprus,2010,female,9.27
1171,Cyprus,2010,male,49.61
1172,Cyprus,2011,female,7.550000000000001
1173,Cyprus,2011,male,36.23
1174,Cyprus,2012,female,2.13
1175,Cyprus,2012,male,40.769999999999996
1176,Cyprus,2013,female,4.34
1177,Cyprus,2013,male,60.27000000000001
1178,Cyprus,2014,female,17.16
1179,Cyprus,2014,male,39.94
1180,Cyprus,2015,female,10.48
1181,Cyprus,2015,male,39.11
1182,Cyprus,2016,female,5.06
1183,Cyprus,2016,male,42.089999999999996
1184,Czech Republic,1990,female,77.58
1185,Czech Republic,1990,male,236.64
1186,Czech Republic,1991,female,68.2
1187,Czech Republic,1991,male,223.81000000000003
1188,Czech Republic,1992,female,68.48
1189,Czech Republic,1992,male,234.73000000000002
1190,Czech Republic,1993,female,70.95000000000002
1191,Czech Republic,1993,male,226.69
1192,Czech Republic,1994,female,71.88999999999999
1193,Czech Republic,1994,male,221.39
1194,Czech Republic,1995,female,62.52
1195,Czech Republic,1995,male,201.88
1196,Czech Republic,1996,female,49.309999999999995
1197,Czech Republic,1996,male,194.17
1198,Czech Republic,1997,female,44.26999999999999
1199,Czech Republic,1997,male,189.86
1200,Czech Republic,1998,female,43.81
1201,Czech Republic,1998,male,182.89000000000001
1202,Czech Republic,1999,female,41.949999999999996
1203,Czech Republic,1999,male,194.98000000000002
1204,Czech Republic,2000,female,42.60000000000001
1205,Czech Republic,2000,male,184.04000000000002
1206,Czech Republic,2001,female,38.690000000000005
1207,Czech Republic,2001,male,182.23000000000002
1208,Czech Republic,2002,female,39.81
1209,Czech Republic,2002,male,172.33999999999997
1210,Czech Republic,2003,female,43.28
1211,Czech Republic,2003,male,191.60000000000002
1212,Czech Republic,2004,female,35.82
1213,Czech Republic,2004,male,167.20000000000002
1214,Czech Republic,2005,female,33.34
1215,Czech Republic,2005,male,160.06
1216,Czech Republic,2006,female,28.040000000000003
1217,Czech Republic,2006,male,150.36
1218,Czech Republic,2007,female,27.07
1219,Czech Republic,2007,male,143.71000000000004
1220,Czech Republic,2008,female,27.44
1221,Czech Republic,2008,male,147.57
1222,Czech Republic,2009,female,25.89
1223,Czech Republic,2009,male,153.81999999999996
1224,Czech Republic,2010,female,27.759999999999998
1225,Czech Republic,2010,male,147.86
1226,Czech Republic,2011,female,28.009999999999998
1227,Czech Republic,2011,male,158.23
1228,Czech Republic,2012,female,29.05
1229,Czech Republic,2012,male,167.18
1230,Czech Republic,2013,female,29.13
1231,Czech Republic,2013,male,156.94
1232,Czech Republic,2014,female,31.65
1233,Czech Republic,2014,male,143.64
1234,Czech Republic,2015,female,28.339999999999996
1235,Czech Republic,2015,male,142.52999999999997
1236,Czech Republic,2016,female,26.72
1237,Czech Republic,2016,male,135.04
1238,Denmark,1994,female,75.42
1239,Denmark,1994,male,177.8
1240,Denmark,1995,female,69.02
1241,Denmark,1995,male,170.11
1242,Denmark,1996,female,57.13000000000001
1243,Denmark,1996,male,172.42999999999998
1244,Denmark,1997,female,58.919999999999995
1245,Denmark,1997,male,159.54000000000002
1246,Denmark,1998,female,47.879999999999995
1247,Denmark,1998,male,140.8
1248,Denmark,1999,female,42.00000000000001
1249,Denmark,1999,male,141.09000000000003
1250,Denmark,2000,female,44.6
1251,Denmark,2000,male,136.47
1252,Denmark,2001,female,49.629999999999995
1253,Denmark,2001,male,136.54000000000002
1254,Denmark,2002,female,42.13999999999999
1255,Denmark,2002,male,134.37
1256,Denmark,2003,female,34.160000000000004
1257,Denmark,2003,male,122.54
1258,Denmark,2004,female,40.00000000000001
1259,Denmark,2004,male,121.78
1260,Denmark,2005,female,39.2
1261,Denmark,2005,male,125.02999999999999
1262,Denmark,2006,female,37.47
1263,Denmark,2006,male,124.61
1264,Denmark,2007,female,38.6
1265,Denmark,2007,male,101.35999999999999
1266,Denmark,2008,female,37.34
1267,Denmark,2008,male,105.71000000000001
1268,Denmark,2009,female,32.88999999999999
1269,Denmark,2009,male,111.81
1270,Denmark,2010,female,31.200000000000003
1271,Denmark,2010,male,98.82
1272,Denmark,2011,female,31.470000000000002
1273,Denmark,2011,male,94.86
1274,Denmark,2012,female,31.979999999999997
1275,Denmark,2012,male,111.22999999999999
1276,Denmark,2013,female,33.800000000000004
1277,Denmark,2013,male,100.75
1278,Denmark,2014,female,34.02
1279,Denmark,2014,male,103.71000000000001
1280,Denmark,2015,female,36.32
1281,Denmark,2015,male,85.1
1282,Dominica,1985,female,0.0
1283,Dominica,1985,male,0.0
1284,Ecuador,1985,female,19.51
1285,Ecuador,1985,male,63.01
1286,Ecuador,1986,female,24.87
1287,Ecuador,1986,male,51.67
1288,Ecuador,1987,female,16.939999999999998
1289,Ecuador,1987,male,45.589999999999996
1290,Ecuador,1988,female,19.509999999999998
1291,Ecuador,1988,male,55.779999999999994
1292,Ecuador,1989,female,21.990000000000002
1293,Ecuador,1989,male,48.39000000000001
1294,Ecuador,1990,female,18.95
1295,Ecuador,1990,male,41.529999999999994
1296,Ecuador,1991,female,21.589999999999996
1297,Ecuador,1991,male,45.370000000000005
1298,Ecuador,1992,female,20.71
1299,Ecuador,1992,male,55.09
1300,Ecuador,1993,female,24.59
1301,Ecuador,1993,male,46.32000000000001
1302,Ecuador,1994,female,17.660000000000004
1303,Ecuador,1994,male,50.010000000000005
1304,Ecuador,1995,female,18.72
1305,Ecuador,1995,male,49.5
1306,Ecuador,1996,female,20.81
1307,Ecuador,1996,male,55.53
1308,Ecuador,1997,female,18.16
1309,Ecuador,1997,male,48.86
1310,Ecuador,1998,female,17.630000000000003
1311,Ecuador,1998,male,44.44
1312,Ecuador,1999,female,18.22
1313,Ecuador,1999,male,53.71
1314,Ecuador,2000,female,15.61
1315,Ecuador,2000,male,41.56
1316,Ecuador,2001,female,17.62
1317,Ecuador,2001,male,49.620000000000005
1318,Ecuador,2002,female,15.81
1319,Ecuador,2002,male,45.61
1320,Ecuador,2003,female,21.439999999999998
1321,Ecuador,2003,male,49.120000000000005
1322,Ecuador,2004,female,22.130000000000003
1323,Ecuador,2004,male,62.260000000000005
1324,Ecuador,2005,female,22.200000000000003
1325,Ecuador,2005,male,74.53
1326,Ecuador,2006,female,25.990000000000002
1327,Ecuador,2006,male,67.08
1328,Ecuador,2007,female,22.959999999999997
1329,Ecuador,2007,male,73.01
1330,Ecuador,2008,female,20.819999999999997
1331,Ecuador,2008,male,74.47
1332,Ecuador,2009,female,23.05
1333,Ecuador,2009,male,71.2
1334,Ecuador,2010,female,22.1
1335,Ecuador,2010,male,59.39
1336,Ecuador,2011,female,20.979999999999997
1337,Ecuador,2011,male,60.81999999999999
1338,Ecuador,2012,female,20.810000000000002
1339,Ecuador,2012,male,64.07
1340,Ecuador,2013,female,14.49
1341,Ecuador,2013,male,48.39
1342,Ecuador,2014,female,12.559999999999997
1343,Ecuador,2014,male,53.46
1344,Ecuador,2015,female,20.63
1345,Ecuador,2015,male,76.76
1346,El Salvador,1990,female,44.910000000000004
1347,El Salvador,1990,male,139.55
1348,El Salvador,1991,female,33.45
1349,El Salvador,1991,male,137.85
1350,El Salvador,1992,female,33.910000000000004
1351,El Salvador,1992,male,86.71
1352,El Salvador,1993,female,38.239999999999995
1353,El Salvador,1993,male,85.44999999999999
1354,El Salvador,1995,female,41.18000000000001
1355,El Salvador,1995,male,118.01
1356,El Salvador,1996,female,32.339999999999996
1357,El Salvador,1996,male,112.82000000000002
1358,El Salvador,1997,female,40.8
1359,El Salvador,1997,male,99.20000000000002
1360,El Salvador,1998,female,31.69
1361,El Salvador,1998,male,91.13999999999999
1362,El Salvador,1999,female,32.879999999999995
1363,El Salvador,1999,male,95.08
1364,El Salvador,2000,female,32.16
1365,El Salvador,2000,male,78.39
1366,El Salvador,2001,female,32.1
1367,El Salvador,2001,male,97.61
1368,El Salvador,2002,female,24.389999999999997
1369,El Salvador,2002,male,88.8
1370,El Salvador,2003,female,26.59
1371,El Salvador,2003,male,102.33
1372,El Salvador,2004,female,21.959999999999997
1373,El Salvador,2004,male,89.6
1374,El Salvador,2005,female,25.539999999999996
1375,El Salvador,2005,male,90.19000000000001
1376,El Salvador,2006,female,22.149999999999995
1377,El Salvador,2006,male,77.42000000000002
1378,El Salvador,2007,female,22.189999999999998
1379,El Salvador,2007,male,104.95
1380,El Salvador,2008,female,20.779999999999998
1381,El Salvador,2008,male,105.03999999999999
1382,El Salvador,2009,female,21.82
1383,El Salvador,2009,male,102.3
1384,El Salvador,2010,female,17.73
1385,El Salvador,2010,male,80.19000000000001
1386,El Salvador,2011,female,22.23
1387,El Salvador,2011,male,93.22999999999999
1388,El Salvador,2012,female,20.98
1389,El Salvador,2012,male,102.16
1390,El Salvador,2013,female,16.509999999999998
1391,El Salvador,2013,male,99.54999999999998
1392,El Salvador,2014,female,24.61
1393,El Salvador,2014,male,77.22999999999999
1394,Estonia,1995,female,101.78999999999999
1395,Estonia,1995,male,441.3999999999999
1396,Estonia,1996,female,100.35000000000001
1397,Estonia,1996,male,428.37
1398,Estonia,1997,female,76.28
1399,Estonia,1997,male,425.78
1400,Estonia,1998,female,67.19
1401,Estonia,1998,male,360.33000000000004
1402,Estonia,1999,female,83.19
1403,Estonia,1999,male,403.28
1404,Estonia,2000,female,68.88
1405,Estonia,2000,male,295.76
1406,Estonia,2001,female,82.85999999999999
1407,Estonia,2001,male,288.82000000000005
1408,Estonia,2002,female,59.480000000000004
1409,Estonia,2002,male,298.81999999999994
1410,Estonia,2003,female,58.500000000000014
1411,Estonia,2003,male,279.74
1412,Estonia,2004,female,50.74999999999999
1413,Estonia,2004,male,248.70999999999998
1414,Estonia,2005,female,47.290000000000006
1415,Estonia,2005,male,209.14
1416,Estonia,2006,female,51.61
1417,Estonia,2006,male,191.01999999999998
1418,Estonia,2007,female,39.24
1419,Estonia,2007,male,225.81
1420,Estonia,2008,female,44.980000000000004
1421,Estonia,2008,male,199.59
1422,Estonia,2009,female,42.61000000000001
1423,Estonia,2009,male,206.05999999999997
1424,Estonia,2010,female,36.57999999999999
1425,Estonia,2010,male,192.49
1426,Estonia,2011,female,33.52
1427,Estonia,2011,male,195.74
1428,Estonia,2012,female,41.919999999999995
1429,Estonia,2012,male,199.68999999999997
1430,Estonia,2013,female,40.809999999999995
1431,Estonia,2013,male,191.11
1432,Estonia,2014,female,40.13000000000001
1433,Estonia,2014,male,218.78
1434,Estonia,2015,female,28.64
1435,Estonia,2015,male,176.73999999999998
1436,Fiji,2001,female,12.59
1437,Fiji,2001,male,42.36
1438,Fiji,2002,female,42.22
1439,Fiji,2002,male,68.32
1440,Fiji,2003,female,5.6899999999999995
1441,Fiji,2003,male,10.43
1442,Fiji,2004,female,11.75
1443,Fiji,2004,male,78.74000000000001
1444,Fiji,2005,female,8.53
1445,Fiji,2005,male,44.3
1446,Fiji,2006,female,12.66
1447,Fiji,2006,male,18.109999999999996
1448,Fiji,2007,female,4.42
1449,Fiji,2007,male,16.04
1450,Fiji,2008,female,15.54
1451,Fiji,2008,male,31.939999999999998
1452,Fiji,2009,female,26.47
1453,Fiji,2009,male,25.200000000000003
1454,Fiji,2011,female,11.469999999999999
1455,Fiji,2011,male,95.49999999999999
1456,Fiji,2012,female,27.67
1457,Fiji,2012,male,63.910000000000004
1458,Finland,1987,female,60.86
1459,Finland,1987,male,286.49
1460,Finland,1988,female,65.78999999999999
1461,Finland,1988,male,288.25
1462,Finland,1989,female,63.49000000000001
1463,Finland,1989,male,309.87
1464,Finland,1990,female,69.94
1465,Finland,1990,male,326.28
1466,Finland,1991,female,65.33
1467,Finland,1991,male,312.24999999999994
1468,Finland,1992,female,62.660000000000004
1469,Finland,1992,male,287.21000000000004
1470,Finland,1993,female,57.68
1471,Finland,1993,male,275.32
1472,Finland,1994,female,62.23
1473,Finland,1994,male,268.01
1474,Finland,1995,female,64.47
1475,Finland,1995,male,260.48999999999995
1476,Finland,1996,female,58.11
1477,Finland,1996,male,231.54
1478,Finland,1997,female,58.71
1479,Finland,1997,male,251.64000000000001
1480,Finland,1998,female,56.71
1481,Finland,1998,male,244.72
1482,Finland,1999,female,50.14
1483,Finland,1999,male,232.96999999999997
1484,Finland,2000,female,60.190000000000005
1485,Finland,2000,male,205.45999999999998
1486,Finland,2001,female,54.1
1487,Finland,2001,male,213.09000000000003
1488,Finland,2002,female,53.86000000000001
1489,Finland,2002,male,201.66
1490,Finland,2003,female,53.36
1491,Finland,2003,male,190.09
1492,Finland,2004,female,52.25
1493,Finland,2004,male,191.70000000000002
1494,Finland,2005,female,55.989999999999995
1495,Finland,2005,male,174.52999999999997
1496,Finland,2006,female,52.77
1497,Finland,2006,male,181.02999999999997
1498,Finland,2007,female,49.07
1499,Finland,2007,male,174.01000000000002
1500,Finland,2008,female,46.76
1501,Finland,2008,male,173.53
1502,Finland,2009,female,55.48
1503,Finland,2009,male,173.00999999999996
1504,Finland,2010,female,50.1
1505,Finland,2010,male,165.11
1506,Finland,2011,female,39.8
1507,Finland,2011,male,163.80999999999997
1508,Finland,2012,female,42.540000000000006
1509,Finland,2012,male,144.47
1510,Finland,2013,female,45.510000000000005
1511,Finland,2013,male,151.32
1512,Finland,2014,female,39.13
1513,Finland,2014,male,138.03000000000003
1514,Finland,2015,female,35.550000000000004
1515,Finland,2015,male,125.63999999999999
1516,France,1985,female,82.14
1517,France,1985,male,266.76
1518,France,1986,female,84.13
1519,France,1986,male,267.64
1520,France,1987,female,80.60000000000001
1521,France,1987,male,250.42999999999998
1522,France,1988,female,74.13000000000001
1523,France,1988,male,238.59000000000003
1524,France,1989,female,74.29
1525,France,1989,male,238.23999999999998
1526,France,1990,female,71.17999999999999
1527,France,1990,male,231.55
1528,France,1991,female,71.26
1529,France,1991,male,226.84
1530,France,1992,female,68.92999999999999
1531,France,1992,male,232.54
1532,France,1993,female,72.72
1533,France,1993,male,239.96999999999997
