,country,year,suicides_rate,population,gdp_per_capita
1208,Kyrgyzstan,1990,247.07000000000002,3737300,8580
1209,Kyrgyzstan,1991,246.59,3796500,8124
1210,Kyrgyzstan,1992,221.41999999999996,3839300,7236
1211,Kyrgyzstan,1993,258.78999999999996,3841200,6336
1212,Kyrgyzstan,1994,254.30999999999997,3851100,5244
1213,Kyrgyzstan,1995,239.76999999999998,3905400,5100
1214,Kyrgyzstan,1996,206.53999999999994,3978800,5508
1215,Kyrgyzstan,1997,190.85,4059900,5220
1216,Kyrgyzstan,1998,184.94000000000003,4139700,4776
1217,Kyrgyzstan,1999,191.44,4298100,3492
1218,Kyrgyzstan,2000,182.63,4369202,3756
1219,Kyrgyzstan,2001,193.29999999999998,4425784,4140
1220,Kyrgyzstan,2002,173.10999999999999,4473163,4308
1221,Kyrgyzstan,2003,137.86,4520843,5088
1222,Kyrgyzstan,2004,141.32999999999998,4572278,5808
1223,Kyrgyzstan,2005,135.48000000000002,4614533,6396
1224,Kyrgyzstan,2006,145.99,4646475,7320
1225,Kyrgyzstan,2007,125.89000000000001,4668640,9768
1226,Kyrgyzstan,2008,135.96,4690924,13152
1227,Kyrgyzstan,2009,113.28,4800134,11724
1228,Kyrgyzstan,2010,143.2,4837556,11892
1229,Kyrgyzstan,2011,126.89000000000001,4870538,15276
1230,Kyrgyzstan,2012,140.66000000000003,4932360,16068
1231,Kyrgyzstan,2013,109.84,5012200,17556
1232,Kyrgyzstan,2014,111.79000000000002,5096430,17580
1233,Kyrgyzstan,2015,98.36999999999999,5195827,15420
1234,Latvia,1995,545.6199999999999,2374700,29256
1235,Latvia,1996,492.01000000000005,2363400,30312
1236,Latvia,1997,492.56999999999994,2354700,33252
1237,Latvia,1998,441.8400000000001,2344100,36732
1238,Latvia,1999,420.40999999999997,2333400,38736
1239,Latvia,2000,453.2,2272107,41928
1240,Latvia,2001,383.49000000000007,2242227,44688
1241,Latvia,2002,367.76,2214484,51732
1242,Latvia,2003,361.63000000000005,2190211,64368
1243,Latvia,2004,328.38,2163477,79728
1244,Latvia,2005,312.06,2137831,94992
1245,Latvia,2006,288.9,2115215,121668
1246,Latvia,2007,295.75000000000006,2093878,177096
1247,Latvia,2008,323.68999999999994,2067529,206604
1248,Latvia,2009,307.7999999999999,2030316,154680
1249,Latvia,2010,259.34000000000003,1987906,143412
1250,Latvia,2011,288.75,1953611,173364
1251,Latvia,2012,267.67999999999995,1931521,174696
1252,Latvia,2013,242.19000000000003,1912464,189840
1253,Latvia,2014,248.81000000000003,1894041,198528
1254,Latvia,2015,251.47000000000006,1875522,172584
1255,Lithuania,1995,639.3,3387149,27888
1256,Lithuania,1996,595.61,3375163,29808
1257,Lithuania,1997,565.4400000000002,3364273,36096
1258,Lithuania,1998,566.36,3350973,40248
1259,Lithuania,1999,561.5300000000001,3333452,39504
1260,Lithuania,2000,571.8,3315125,41772
1261,Lithuania,2001,568.9799999999999,3294138,44628
1262,Lithuania,2002,555.6199999999998,3274488,52320
1263,Lithuania,2003,530.5200000000001,3254127,69336
1264,Lithuania,2004,503.36999999999995,3222969,84336
1265,Lithuania,2005,485.78999999999996,3174728,98748
1266,Lithuania,2006,400.57,3125767,116004
1267,Lithuania,2007,406.79,3087867,154428
1268,Lithuania,2008,430.05,3053756,188028
1269,Lithuania,2009,437.07000000000005,3016497,148944
1270,Lithuania,2010,395.23999999999995,2949737,151008
1271,Lithuania,2011,407.69,2879805,181164
1272,Lithuania,2012,374.12,2837770,181188
1273,Lithuania,2013,444.56000000000006,2806627,198456
1274,Lithuania,2014,401.2700000000001,2781577,209304
1275,Lithuania,2015,385.48,2753926,180876
1276,Lithuania,2016,361.71999999999997,2445296,157420
1277,Luxembourg,1985,247.39,344800,164916
1278,Luxembourg,1986,183.05,346000,240048
1279,Luxembourg,1987,243.24,349400,295848
1280,Luxembourg,1988,211.50000000000003,352300,332112
1281,Luxembourg,1989,261.32000000000005,355400,350868
1282,Luxembourg,1990,233.33999999999997,358800,442452
1283,Luxembourg,1991,280.83000000000004,362900,473580
1284,Luxembourg,1992,228.37000000000003,367300,524880
1285,Luxembourg,1993,207.95999999999998,372000,531840
1286,Luxembourg,1994,277.24000000000007,377000,583320
1287,Luxembourg,1995,210.08,382100,677988
1288,Luxembourg,1996,229.25000000000006,387700,674028
1289,Luxembourg,1997,307.59999999999997,392600,603120
1290,Luxembourg,1998,201.25000000000003,397915,609456
1291,Luxembourg,1999,211.99000000000004,403890,660648
1292,Luxembourg,2000,222.64,410164,622092
1293,Luxembourg,2001,239.82,413930,616692
1294,Luxembourg,2002,264.14,418106,677808
1295,Luxembourg,2003,164.36999999999998,423654,837216
1296,Luxembourg,2004,189.53999999999996,430128,967668
1297,Luxembourg,2005,159.07000000000002,437338,1024764
1298,Luxembourg,2006,183.79000000000005,444821,1144212
1299,Luxembourg,2007,183.88999999999996,452012,1350972
1300,Luxembourg,2008,112.30999999999999,460371,1455780
1301,Luxembourg,2009,110.94999999999999,469209,1313796
1302,Luxembourg,2010,141.16,477979,1335936
1303,Luxembourg,2011,136.52999999999997,488918,1472748
1304,Luxembourg,2012,140.18,501044,1357440
1305,Luxembourg,2013,91.47999999999999,512689,1445076
1306,Luxembourg,2014,147.88,524940,1516224
1307,Luxembourg,2015,134.39999999999998,537748,1289472
1308,Macau,1994,171.74000000000004,346542,216972
1309,Maldives,2000,0.0,247387,30288
1310,Maldives,2001,110.49,255503,40872
1311,Maldives,2002,9.84,263747,40812
1312,Maldives,2003,15.52,272110,46404
1313,Maldives,2004,3.74,280526,52476
1314,Maldives,2005,2.75,288936,48312
1315,Maldives,2007,14.360000000000001,305536,73380
1316,Maldives,2008,0.0,313924,86832
1317,Maldives,2010,1.99,331559,93672
1318,Maldives,2011,5.39,341018,97620
1319,Malta,1985,8.76,307200,43668
1320,Malta,1986,3.61,315800,54528
1321,Malta,1987,18.87,317400,66204
1322,Malta,1988,28.61,320800,75540
1323,Malta,1989,89.96000000000002,324000,78468
1324,Malta,1990,23.75,327400,93360
1325,Malta,1991,30.340000000000003,330800,99756
1326,Malta,1992,87.13999999999999,334300,108480
1327,Malta,1993,47.540000000000006,337700,96264
1328,Malta,1994,64.69,341700,105300
1329,Malta,1995,47.02,344900,119688
1330,Malta,1996,47.43000000000001,348200,123048
1331,Malta,1997,70.67999999999999,350400,126900
1332,Malta,1998,30.63,353400,133236
1333,Malta,1999,91.76,355600,139284
1334,Malta,2000,78.05,362676,142476
1335,Malta,2001,85.29,370541,140292
1336,Malta,2002,55.28,374456,150288
1337,Malta,2003,74.94,377785,173328
1338,Malta,2004,85.82,380918,190992
1339,Malta,2005,67.94,384111,199776
1340,Malta,2006,87.21000000000001,386038,210048
1341,Malta,2007,73.84,387581,243996
1342,Malta,2008,38.67999999999999,390195,276084
1343,Malta,2009,107.11999999999999,393102,260340
1344,Malta,2010,82.10999999999999,394949,265584
1345,Malta,2011,47.49999999999999,396423,287808
1346,Malta,2012,59.87,399138,276888
1347,Malta,2013,57.22,402728,302292
1348,Malta,2014,102.07999999999997,406525,331608
1349,Malta,2015,78.26999999999998,410637,309000
1350,Mauritius,1985,143.13,883400,14676
1351,Mauritius,1986,30.070000000000004,898100,19632
1352,Mauritius,1987,171.93999999999997,911300,24876
1353,Mauritius,1988,246.10999999999999,925000,27804
1354,Mauritius,1989,211.64000000000007,932900,28188
1355,Mauritius,1990,163.17999999999998,941100,33840
1356,Mauritius,1991,196.79000000000002,938100,36540
1357,Mauritius,1992,198.99,948300,40800
1358,Mauritius,1993,174.99000000000004,958300,40860
1359,Mauritius,1994,154.65,972800,43896
1360,Mauritius,1995,182.65,981900,49380
1361,Mauritius,1996,166.14,995000,53328
1362,Mauritius,1997,143.57,1011700,49668
1363,Mauritius,1998,154.76999999999998,1026300,48756
1364,Mauritius,1999,186.04000000000002,1042400,49404
1365,Mauritius,2000,140.82000000000002,1056073,52068
1366,Mauritius,2001,121.83999999999999,1068947,50928
1367,Mauritius,2002,131.89999999999998,1079755,52980
1368,Mauritius,2003,94.02,1092234,61632
1369,Mauritius,2004,100.99,1103091,69468
1370,Mauritius,2005,102.51,1113942,67692
1371,Mauritius,2006,163.68,1125301,74952
1372,Mauritius,2007,141.45,1135233,86148
1373,Mauritius,2008,78.13,1146258,104592
1374,Mauritius,2009,106.07000000000001,1159551,94476
1375,Mauritius,2010,111.83000000000001,1164931,103044
1376,Mauritius,2011,120.03999999999996,1173352,117804
1377,Mauritius,2012,114.25,1180547,118608
1378,Mauritius,2013,97.67,1147390,126864
1379,Mauritius,2014,115.45,1151424,133440
1380,Mauritius,2015,99.96999999999997,1154848,121500
1381,Mauritius,2016,99.3,992432,105700
1382,Mexico,1985,38.169999999999995,67566000,32760
1383,Mexico,1986,45.739999999999995,69123500,22476
1384,Mexico,1987,41.42999999999999,67948100,24768
1385,Mexico,1988,42.22,69646000,31560
1386,Mexico,1989,48.25999999999999,71359000,37500
1387,Mexico,1990,48.85,73076900,43140
1388,Mexico,1991,47.69,74796300,50448
1389,Mexico,1992,52.07000000000001,75285800,57960
1390,Mexico,1993,52.0,76826800,78216
1391,Mexico,1994,55.92,78374100,80820
1392,Mexico,1995,59.089999999999996,79927100,54060
1393,Mexico,1996,56.33,83802294,58848
1394,Mexico,1997,57.070000000000014,85340880,70368
1395,Mexico,1998,56.839999999999996,86825678,72768
1396,Mexico,1999,54.889999999999986,88271977,81600
1397,Mexico,2000,54.89,89694793,94704
1398,Mexico,2001,63.300000000000004,91052714,99732
1399,Mexico,2002,58.36000000000001,92394316,100284
1400,Mexico,2003,63.0,93758859,93348
1401,Mexico,2004,60.75,95193068,98604
1402,Mexico,2005,62.220000000000006,96730008,108852
1403,Mexico,2006,59.220000000000006,98468839,118872
1404,Mexico,2007,58.010000000000005,100294297,125952
1405,Mexico,2008,60.83,102170587,130368
1406,Mexico,2009,64.14,104044342,103812
1407,Mexico,2010,61.00999999999999,105875861,119892
1408,Mexico,2011,65.52,107655100,131580
1409,Mexico,2012,63.43,109368765,131784
1410,Mexico,2013,64.99000000000001,111036708,137736
1411,Mexico,2014,68.37999999999998,112692589,139956
1412,Mexico,2015,66.57,114357884,122736
1413,Mongolia,2016,184.39,2167589,41450
1414,Montenegro,2000,0.0,578668,20412
1415,Montenegro,2001,0.0,578668,24048
1416,Montenegro,2002,0.0,578668,26640
1417,Montenegro,2003,0.0,579688,35352
1418,Montenegro,2004,0.0,581623,42780
1419,Montenegro,2005,274.4799999999999,583232,46440
1420,Montenegro,2006,0.0,584885,55848
1421,Montenegro,2007,335.53,587244,75216
1422,Montenegro,2008,308.09000000000003,589953,92460
1423,Montenegro,2009,275.93,592234,84276
1424,Netherlands,1985,159.89,13618300,125136
1425,Netherlands,1986,158.28000000000003,13695500,173748
1426,Netherlands,1987,157.17000000000004,13777000,210720
1427,Netherlands,1988,147.59999999999997,13855700,223932
1428,Netherlands,1989,136.01000000000002,13929300,219720
1429,Netherlands,1990,136.17000000000002,14014300,269100
1430,Netherlands,1991,150.49,14114800,274872
1431,Netherlands,1992,143.49,14216900,302460
1432,Netherlands,1993,135.98,14313600,292620
1433,Netherlands,1994,136.96,14397700,311964
1434,Netherlands,1995,125.02000000000002,14474000,370200
1435,Netherlands,1996,135.07,14553700,367500
1436,Netherlands,1997,136.57,14639900,337872
1437,Netherlands,1998,128.5,14734600,352212
1438,Netherlands,1999,123.16000000000001,14832000,357588
1439,Netherlands,2000,118.99000000000001,14933235,331728
1440,Netherlands,2001,116.3,15038337,340392
1441,Netherlands,2002,119.72999999999999,15130318,369084
1442,Netherlands,2003,113.33,15203397,451368
1443,Netherlands,2004,111.16,15265861,511368
1444,Netherlands,2005,113.27999999999999,15320595,531468
1445,Netherlands,2006,113.18999999999998,15368697,567372
1446,Netherlands,2007,97.43999999999997,15425404,653016
1447,Netherlands,2008,102.08999999999999,15506963,724500
1448,Netherlands,2009,108.30000000000001,15602176,659856
1449,Netherlands,2010,109.48999999999997,15691409,639624
1450,Netherlands,2011,113.07999999999998,15772162,680004
1451,Netherlands,2012,118.51,15839503,628008
1452,Netherlands,2013,125.53000000000002,15899508,654120
1453,Netherlands,2014,121.42,15899508,663900
1454,Netherlands,2015,126.93,16057342,566472
1455,Netherlands,2016,127.38999999999999,14239554,481080
1456,New Zealand,1985,153.64,3025800,98952
1457,New Zealand,1986,178.67,3026100,121368
1458,New Zealand,1987,210.51999999999998,3047100,158856
1459,New Zealand,1988,205.03,3055200,178680
1460,New Zealand,1989,190.62,3063800,173004
1461,New Zealand,1990,186.57,3089400,176808
1462,New Zealand,1991,175.48,3203900,160140
1463,New Zealand,1992,183.59,3235600,154416
1464,New Zealand,1993,163.98000000000002,3273200,171252
1465,New Zealand,1994,198.63,3319500,199380
1466,New Zealand,1995,199.42000000000004,3373800,227340
1467,New Zealand,1996,195.13,3432500,245208
1468,New Zealand,1997,198.28000000000003,3470200,228492
1469,New Zealand,1998,201.07000000000002,3502800,192624
1470,New Zealand,1999,176.80000000000004,3549300,198672
1471,New Zealand,2000,157.54,3573690,176700
1472,New Zealand,2001,179.9,3599090,179616
1473,New Zealand,2002,152.03000000000003,3659190,218496
1474,New Zealand,2003,172.35,3729420,283956
1475,New Zealand,2004,163.41000000000003,3802510,327900
1476,New Zealand,2005,157.93000000000004,3849280,357636
1477,New Zealand,2006,156.74,3898600,343536
1478,New Zealand,2007,148.19,3935450,418704
1479,New Zealand,2008,151.77999999999994,3968450,403020
1480,New Zealand,2009,153.00000000000003,4009980,363108
1481,New Zealand,2010,152.62,4055470,433740
1482,New Zealand,2011,142.82000000000002,4090460,494208
1483,New Zealand,2012,158.03000000000003,4120870,513072
1484,New Zealand,2013,144.55,4129770,554376
1485,Nicaragua,2010,88.74000000000001,5107427,20580
1486,Nicaragua,2011,89.54999999999998,5177921,22656
1487,Nicaragua,2012,72.28999999999999,5251443,24072
1488,Nicaragua,2013,80.97000000000001,5326935,24744
1489,Nicaragua,2014,71.39999999999999,5402424,26388
1490,Nicaragua,2015,69.86999999999999,5476483,27636
1491,Norway,1986,163.62,3911700,241404
1492,Norway,1987,191.56,3929500,287760
1493,Norway,1988,208.49999999999997,3946600,309840
1494,Norway,1989,197.89000000000004,3955800,311340
1495,Norway,1990,191.31000000000003,3961300,362880
1496,Norway,1991,194.82000000000002,3972600,368136
1497,Norway,1992,181.64000000000001,3989800,393516
1498,Norway,1993,178.05,4010500,360792
1499,Norway,1994,150.53,4033300,378240
1500,Norway,1995,156.35,4055900,449796
1501,Norway,1996,153.93,4078000,481176
1502,Norway,1997,158.60999999999999,4102100,472020
1503,Norway,1998,153.66,4129400,448008
1504,Norway,1999,163.32999999999998,4159745,468156
1505,Norway,2000,150.33,4168315,493188
1506,Norway,2001,154.29000000000002,4215103,495372
1507,Norway,2002,141.0,4243689,552588
1508,Norway,2003,138.07999999999996,4273124,642396
1509,Norway,2004,141.37,4301960,737400
1510,Norway,2005,142.09,4335092,854580
1511,Norway,2006,142.67000000000002,4372103,948084
1512,Norway,2007,127.77,4417369,1089564
1513,Norway,2008,132.03,4472089,1241172
1514,Norway,2009,145.73999999999995,4527536,1024728
1515,Norway,2010,136.42999999999998,4582885,1123656
1516,Norway,2011,146.49,4643300,1289160
1517,Norway,2012,125.99999999999999,4706585,1300896
1518,Norway,2013,127.00999999999999,4767605,1317648
1519,Norway,2014,127.22999999999999,4827178,1241316
1520,Norway,2015,136.43,4882909,950244
1521,Oman,2009,21.189999999999998,2607549,222684
1522,Oman,2010,3.8000000000000003,2748440,256044
1523,Oman,2014,1.51,3631098,267936
1524,Panama,1985,51.059999999999995,1899700,41316
1525,Panama,1986,60.91,1939900,42048
1526,Panama,1987,67.06,1980800,41364
1527,Panama,1988,60.19,2064310,34308
1528,Panama,1989,55.290000000000006,2112479,33624
1529,Panama,1996,66.38000000000001,2472851,47904
1530,Panama,1997,83.19,2526210,50724
1531,Panama,1998,76.68999999999998,2579433,53856
1532,Panama,1999,77.62999999999998,2633348,55272
1533,Panama,2000,85.58000000000001,2688510,54924
1534,Panama,2001,86.77000000000001,2742982,54696
1535,Panama,2002,78.94,2800046,55692
1536,Panama,2003,97.24,2858964,57480
1537,Panama,2004,81.76,2918453,61728
1538,Panama,2005,77.80999999999999,2977595,65988
1539,Panama,2006,91.63,3037959,71664
1540,Panama,2007,71.89999999999999,3097138,82512
1541,Panama,2008,73.3,3155636,95664
1542,Panama,2009,68.29,3214513,101232
1543,Panama,2010,64.0,3274415,107892
1544,Panama,2011,62.730000000000004,3334191,124836
1545,Panama,2012,55.519999999999996,3395244,142896
1546,Panama,2013,49.309999999999995,3457387,158268
1547,Panama,2014,55.98,3520213,170172
1548,Panama,2015,44.89999999999999,3583382,181896
1549,Paraguay,1985,39.42,3077314,11568
1550,Paraguay,1986,26.759999999999998,3167535,13032
1551,Paraguay,1987,36.599999999999994,3261975,13896
1552,Paraguay,1989,35.33,3459176,15960
1553,Paraguay,1990,45.01,3560229,19200
1554,Paraguay,1991,27.140000000000004,3662812,22884
1555,Paraguay,1994,44.459999999999994,3972517,23772
1556,Paraguay,1995,40.330000000000005,4076758,26676
1557,Paraguay,1996,33.46,4181422,28092
1558,Paraguay,1997,35.580000000000005,4284973,27912
1559,Paraguay,1998,48.55,4388094,24684
1560,Paraguay,1999,44.42,4492220,22416
1561,Paraguay,2000,42.779999999999994,4598158,21384
1562,Paraguay,2001,56.52,4701314,19560
1563,Paraguay,2002,43.45000000000001,4809921,15780
1564,Paraguay,2003,51.35000000000001,4920489,16068
1565,Paraguay,2004,65.44000000000001,5027301,19176
1566,Paraguay,2005,62.81,5126457,20448
1567,Paraguay,2006,65.57,5223460,24456
1568,Paraguay,2007,62.51000000000001,5307169,31188
1569,Paraguay,2008,58.32,5382169,41256
1570,Paraguay,2009,67.32999999999998,5456220,35040
1571,Paraguay,2010,54.56000000000001,5534703,43428
1572,Paraguay,2011,67.83,5610499,53688
1573,Paraguay,2012,63.3,5695283,51828
1574,Paraguay,2013,75.39000000000001,5786207,60072
1575,Paraguay,2014,72.15,5877594,63048
1576,Philippines,1992,9.81,55304684,11496
1577,Philippines,1993,21.97,56781569,11484
1578,Philippines,1997,20.24,62772694,15744
1579,Philippines,1998,22.05,64252614,13488
1580,Philippines,1999,24.88,65740201,15144
1581,Philippines,2000,32.21,67243482,14460
1582,Philippines,2001,27.079999999999995,68738092,13308
1583,Philippines,2002,28.540000000000003,70256443,13896
1584,Philippines,2003,33.41,71781489,14028
1585,Philippines,2006,36.66,76435755,19188
1586,Philippines,2007,29.17,78008654,22980
1587,Philippines,2008,33.05,79595888,26256
1588,Philippines,2009,34.89,81193855,24876
1589,Philippines,2010,36.96000000000001,82760992,28944
1590,Philippines,2011,44.90999999999999,84201767,31944
1591,Poland,1990,172.64,35164800,22512
1592,Poland,1991,180.27000000000004,35396300,28992
1593,Poland,1992,194.43000000000004,35605400,31800
1594,Poland,1993,187.85000000000002,35792600,32196
1595,Poland,1994,185.95999999999998,35960000,36972
1596,Poland,1995,181.7,36104900,47244
1597,Poland,1996,178.20999999999998,36243300,52956
1598,Poland,1999,184.14999999999998,36575200,55680
1599,Poland,2000,191.01,36233344,56928
1600,Poland,2001,180.65,36295390,62988
1601,Poland,2002,183.26999999999995,36347498,65592
1602,Poland,2003,180.14999999999995,36353775,71796
1603,Poland,2004,187.73999999999995,36371596,84168
1604,Poland,2005,186.04,36371365,101004
1605,Poland,2006,182.85,36348232,113820
1606,Poland,2007,166.46999999999994,36310843,141792
1607,Poland,2008,177.37999999999997,36262711,176652
1608,Poland,2009,197.1,36223402,145692
1609,Poland,2010,190.64,36027791,159648
1610,Poland,2011,183.86,36008237,176232
1611,Poland,2012,192.37000000000003,36013446,166728
1612,Poland,2013,187.58999999999997,36023694,174624
1613,Poland,2014,178.3,36059630,181428
1614,Poland,2015,166.99,36086575,158736
1615,Portugal,1985,164.82000000000002,9313930,34944
1616,Portugal,1986,165.52999999999997,9349248,49740
1617,Portugal,1987,171.32999999999998,9378989,61656
1618,Portugal,1988,137.74999999999997,9400481,71940
1619,Portugal,1989,130.32,9415270,77232
1620,Portugal,1990,150.21,9420814,100272
1621,Portugal,1991,165.15999999999997,9410507,113796
1622,Portugal,1992,148.3,9401557,137340
1623,Portugal,1993,125.83,9410082,121176
1624,Portugal,1994,123.82000000000001,9436009,126792
1625,Portugal,1995,128.93,9473844,149628
1626,Portugal,1996,115.77000000000001,9515960,154644
1627,Portugal,1997,102.17999999999999,9564579,146844
1628,Portugal,1998,87.05999999999999,9617110,154704
1629,Portugal,1999,89.46,9671357,158160
1630,Portugal,2000,85.88000000000001,9740085,145824
1631,Portugal,2001,115.73000000000003,9809536,148692
1632,Portugal,2002,171.82999999999998,9859832,163368
1633,Portugal,2003,166.45999999999998,9895009,200052
1634,Portugal,2007,143.54999999999998,10005713,288036
1635,Portugal,2008,141.01999999999998,10030640,313452
1636,Portugal,2009,139.7,10049918,291048
1637,Portugal,2010,148.84,10066628,284076
1638,Portugal,2011,127.86,10062815,292044
1639,Portugal,2012,139.4,10029396,258876
1640,Portugal,2013,132.73,9985074,271692
1641,Portugal,2014,153.88999999999996,9944433,277092
1642,Puerto Rico,1985,154.60999999999999,3082500,78984
1643,Puerto Rico,1986,178.23000000000002,3143200,84024
1644,Puerto Rico,1987,143.76,3189400,90396
1645,Puerto Rico,1988,161.68999999999997,3235600,97860
1646,Puerto Rico,1989,169.53999999999996,3283800,102912
1647,Puerto Rico,1990,181.58,3204000,114624
1648,Puerto Rico,1991,184.81,3237200,119688
1649,Puerto Rico,1992,135.30999999999997,3287900,126396
1650,Puerto Rico,1993,151.25,3312472,133752
1651,Puerto Rico,1994,147.27999999999994,3343624,142452
1652,Puerto Rico,1995,120.87,3375154,151632
1653,Puerto Rico,1996,139.81000000000003,3401823,159936
1654,Puerto Rico,1997,99.25999999999998,3432757,168444
1655,Puerto Rico,1998,131.07,3464834,187320
1656,Puerto Rico,1999,117.31,3492721,198720
1657,Puerto Rico,2000,108.26,3511947,210828
1658,Puerto Rico,2001,106.89,3522212,235788
1659,Puerto Rico,2002,91.59000000000002,3523951,243900
1660,Puerto Rico,2003,96.99000000000001,3519026,255168
1661,Puerto Rico,2004,108.95,3511462,274488
1662,Puerto Rico,2005,105.11,3504599,287328
1663,Puerto Rico,2006,95.30000000000001,3499036,299316
1664,Puerto Rico,2007,93.08000000000001,3493631,307500
1665,Puerto Rico,2008,107.08,3488811,322080
1666,Puerto Rico,2009,124.9,3484474,331932
1667,Puerto Rico,2010,103.84000000000002,3480379,339204
1668,Puerto Rico,2011,90.55000000000001,3475298,346512
1669,Puerto Rico,2012,87.1,3472672,350964
1670,Puerto Rico,2013,90.59000000000002,3471665,354120
1671,Puerto Rico,2014,77.09,3470956,354180
1672,Puerto Rico,2015,85.58000000000001,3469521,356736
1673,Qatar,1995,0.0,463449,210708
1674,Qatar,2001,27.300000000000004,539483,390120
1675,Qatar,2004,15.25,697191,546204
1676,Qatar,2005,18.799999999999997,796618,670788
1677,Qatar,2006,87.30000000000001,940090,777144
1678,Qatar,2007,28.61,1115479,857520
1679,Qatar,2008,13.55,1310465,1055532
1680,Qatar,2009,19.900000000000002,1506649,778932
1681,Qatar,2010,12.83,1689592,888660
1682,Qatar,2011,18.849999999999998,1854081,1085880
1683,Qatar,2012,13.270000000000001,2003149,1119240
1684,Qatar,2013,8.23,2135349,1116792
1685,Qatar,2014,18.989999999999995,2251682,1099044
1686,Qatar,2015,18.84,2354147,839244
1687,Qatar,2016,16.43,2213121,624840
1688,Republic of Korea,1985,146.64999999999998,36716700,32772
1689,Republic of Korea,1986,143.31,37540400,36936
1690,Republic of Korea,1987,128.23999999999998,38114900,46008
1691,Republic of Korea,1988,114.58000000000001,38700500,61068
1692,Republic of Korea,1989,121.4,39171500,74604
1693,Republic of Korea,1990,120.53,39589500,84672
1694,Republic of Korea,1991,116.18000000000002,39993700,97740
1695,Republic of Korea,1992,127.39,40371200,104052
1696,Republic of Korea,1993,159.48000000000002,40754800,113748
1697,Republic of Korea,1994,165.4,41145300,132876
1698,Republic of Korea,1995,179.28000000000003,42076400,158604
1699,Republic of Korea,1996,216.98999999999998,42507100,168852
1700,Republic of Korea,1997,226.79999999999998,42956100,155736
1701,Republic of Korea,1998,302.32,43395700,103488
1702,Republic of Korea,1999,257.52000000000004,43817300,132888
1703,Republic of Korea,2000,248.59,44271743,152232
1704,Republic of Korea,2001,273.54,44710865,143064
1705,Republic of Korea,2002,361.04,45110041,162012
1706,Republic of Korea,2003,454.11999999999995,45455888,179652
1707,Republic of Korea,2004,469.69999999999993,45779970,200496
1708,Republic of Korea,2005,479.03999999999996,46151884,233520
1709,Republic of Korea,2006,420.46,46513964,261036
1710,Republic of Korea,2007,466.5400000000001,46814207,287784
1711,Republic of Korea,2008,452.2800000000001,47101747,255336
1712,Republic of Korea,2009,519.5200000000001,47380017,228432
1713,Republic of Korea,2010,518.2,47598615,275928
1714,Republic of Korea,2011,515.05,47798017,301884
1715,Republic of Korea,2012,443.25999999999993,48020985,305568
1716,Republic of Korea,2013,428.57,48248224,324720
1717,Republic of Korea,2014,385.3299999999999,48465917,349440
1718,Republic of Korea,2015,389.14000000000004,48671752,340920
1719,Romania,1989,157.77000000000004,21344500,23676
1720,Romania,1990,125.91999999999999,21401900,21864
1721,Romania,1991,133.38,21458000,16212
1722,Romania,1992,164.18,21227100,14196
1723,Romania,1993,162.07,21307600,14844
1724,Romania,1994,172.78000000000003,21386000,16872
1725,Romania,1995,156.18,21451300,21072
1726,Romania,1996,159.98000000000002,21397300,20856
1727,Romania,1997,161.6,21369000,20124
1728,Romania,1998,161.28999999999996,21338400,23604
1729,Romania,1999,158.27,21310800,20376
1730,Romania,2000,159.19000000000003,21290400,21096
1731,Romania,2001,149.10999999999999,21272887,22968
1732,Romania,2002,173.6,20700580,26772
1733,Romania,2003,159.70999999999998,20656841,34776
1734,Romania,2004,151.19,20610767,44376
1735,Romania,2005,146.01,20569960,58164
1736,Romania,2006,149.09,20526561,72216
1737,Romania,2007,136.05999999999997,20475026,103116
1738,Romania,2008,140.4,20433803,125448
1739,Romania,2009,144.01999999999998,20390882,101580
1740,Romania,2010,150.04000000000002,20348649,98280
1741,Romania,2011,138.78,20291701,109032
1742,Romania,2012,142.03,19041594,108180
1743,Romania,2013,137.99,19003345,120960
1744,Romania,2014,131.02999999999997,18952235,126312
1745,Romania,2015,133.54999999999998,18863927,113172
1746,Romania,2016,116.33000000000001,16644905,100200
1747,Russian Federation,1989,398.82,135443800,44880
1748,Russian Federation,1990,399.17,136398200,45468
1749,Russian Federation,1991,396.3999999999999,137283000,45276
1750,Russian Federation,1992,437.47999999999996,138118900,39996
1751,Russian Federation,1993,522.0600000000001,137692800,37920
1752,Russian Federation,1994,567.64,138476200,34236
1753,Russian Federation,1995,547.38,139087100,34128
1754,Russian Federation,1996,526.2800000000001,139272600,33756
1755,Russian Federation,1997,508.09,139283200,34884
1756,Russian Federation,1998,474.73999999999995,139122100,23376
1757,Russian Federation,1999,510.13,138717800,16944
1758,Russian Federation,2000,504.46999999999997,138205695,22548
1759,Russian Federation,2001,504.65000000000003,137521509,26748
1760,Russian Federation,2002,488.54999999999995,136590900,30324
1761,Russian Federation,2003,468.9100000000001,137019868,37692
1762,Russian Federation,2004,447.61,137071699,51744
1763,Russian Federation,2005,420.3399999999999,136162191,67332
1764,Russian Federation,2006,401.31,135357462,87756
1765,Russian Federation,2007,386.99000000000007,134778964,115716
1766,Russian Federation,2008,366.8,134385949,148308
1767,Russian Federation,2009,352.8,134085433,109416
1768,Russian Federation,2010,319.21,134865987,135684
1769,Russian Federation,2011,299.68,134745874,182712
1770,Russian Federation,2012,285.51000000000005,134668522,196956
1771,Russian Federation,2013,273.96999999999997,134713962,204624
