,country,continent,year,suicides_rate,population,gdp_per_capita,hdi
0,Albania,Europe,1987,31.85,2709600,9552,0.0
1,Albania,Europe,1988,32.46,2764300,9228,0.0
2,Albania,Europe,1989,33.4,2803100,9996,0.0
3,Albania,Europe,1992,18.0,2822500,3012,0.0
4,Albania,Europe,1993,32.56,2807300,5244,0.0
5,Albania,Europe,1994,32.18,2849300,8364,0.0
6,Albania,Europe,1995,40.55,2903400,10020,7.427999999999998
7,Albania,Europe,1996,43.62,2940200,13524,0.0
8,Albania,Europe,1997,77.43,2977300,9516,0.0
9,Albania,Europe,1998,66.52,3012700,10788,0.0
10,Albania,Europe,1999,69.81,3029700,13524,0.0
11,Albania,Europe,2000,30.7,2796300,15588,7.871999999999997
12,Albania,Europe,2001,50.62,2799349,17412,0.0
13,Albania,Europe,2002,62.51,2818839,18876,0.0
14,Albania,Europe,2003,58.6,2843929,24252,0.0
15,Albania,Europe,2004,65.39,2874991,30528,0.0
16,Albania,Europe,2005,0.0,2783320,35172,8.340000000000002
17,Albania,Europe,2006,0.0,2780176,38820,0.0
18,Albania,Europe,2007,65.85,2770344,46356,0.0
19,Albania,Europe,2008,71.05,2757059,56064,0.0
20,Albania,Europe,2009,0.0,2745735,52644,0.0
21,Albania,Europe,2010,41.66,2736025,52308,8.663999999999998
22,Antigua and Barbuda,North America,1985,0.0,62574,46200,0.0
23,Antigua and Barbuda,North America,1986,0.0,61270,56880,0.0
24,Antigua and Barbuda,North America,1987,0.0,60261,67140,0.0
25,Antigua and Barbuda,North America,1988,0.0,59564,80316,0.0
26,Antigua and Barbuda,North America,1989,0.0,59238,88884,0.0
27,Antigua and Barbuda,North America,1990,17.24,59334,92928,0.0
28,Antigua and Barbuda,North America,1991,0.0,60394,95712,0.0
29,Antigua and Barbuda,North America,1992,0.0,61741,97044,0.0
30,Antigua and Barbuda,North America,1993,15.0,63315,101436,0.0
31,Antigua and Barbuda,North America,1994,0.0,65044,108744,0.0
32,Antigua and Barbuda,North America,1995,0.0,66846,103632,0.0
33,Antigua and Barbuda,North America,1998,0.0,72225,120936,0.0
34,Antigua and Barbuda,North America,1999,0.0,73832,124536,0.0
35,Antigua and Barbuda,North America,2000,39.97,75326,132252,0.0
36,Antigua and Barbuda,North America,2001,19.45,76497,125616,0.0
37,Antigua and Barbuda,North America,2002,0.0,77588,125988,0.0
38,Antigua and Barbuda,North America,2003,27.82,78658,130536,0.0
39,Antigua and Barbuda,North America,2004,36.06,79722,138420,0.0
40,Antigua and Barbuda,North America,2005,0.0,80809,151788,0.0
41,Antigua and Barbuda,North America,2006,0.0,81973,169368,0.0
42,Antigua and Barbuda,North America,2007,7.98,83131,189300,0.0
43,Antigua and Barbuda,North America,2008,0.0,84273,194856,0.0
44,Antigua and Barbuda,North America,2009,0.0,85405,172020,0.0
45,Antigua and Barbuda,North America,2012,0.0,88703,163884,9.371999999999998
46,Antigua and Barbuda,North America,2013,0.0,89779,159444,9.371999999999998
47,Antigua and Barbuda,North America,2014,0.0,90837,169116,9.395999999999997
48,Antigua and Barbuda,North America,2015,15.62,91889,178236,0.0
49,Argentina,South America,1985,134.47,27090800,39168,8.328000000000001
50,Argentina,South America,1986,152.9,27244400,48864,0.0
51,Argentina,South America,1987,144.98,27599400,48312,0.0
52,Argentina,South America,1988,146.24,28308000,53496,0.0
53,Argentina,South America,1989,138.93,28702000,32040,0.0
54,Argentina,South America,1990,134.9,29091100,58308,8.459999999999999
55,Argentina,South America,1991,119.24,29623000,76848,0.0
56,Argentina,South America,1992,126.86,30045400,91380,0.0
57,Argentina,South America,1993,134.77,30477500,93216,0.0
58,Argentina,South America,1994,122.05,30911200,99936,0.0
59,Argentina,South America,1995,119.97,31345400,98784,8.772
60,Argentina,South America,1996,118.03,31780700,102756,0.0
61,Argentina,South America,1997,111.4,32333781,108684,0.0
62,Argentina,South America,1998,116.93,32757259,109512,0.0
63,Argentina,South America,1999,117.19,33174862,102552,0.0
64,Argentina,South America,2000,131.39,33585533,101544,9.144000000000002
65,Argentina,South America,2001,143.56,34010946,94800,0.0
66,Argentina,South America,2002,139.42,34407507,34080,0.0
67,Argentina,South America,2003,146.29,34785907,44016,0.0
68,Argentina,South America,2004,131.06,35162945,56196,0.0
69,Argentina,South America,2005,128.18,35550617,67080,9.300000000000002
70,Argentina,South America,2006,128.22,35918886,77700,0.0
71,Argentina,South America,2007,118.35,36315492,95016,0.0
72,Argentina,South America,2008,118.11,36733520,118116,0.0
73,Argentina,South America,2009,107.32,37158001,107532,0.0
74,Argentina,South America,2010,111.24,37578454,135276,9.732
75,Argentina,South America,2011,105.87,38015739,167352,9.815999999999997
76,Argentina,South America,2012,119.82,38441778,170436,9.971999999999996
77,Argentina,South America,2013,103.42,38859125,170472,9.996
78,Argentina,South America,2014,111.35,39276555,160800,10.032000000000002
79,Argentina,South America,2015,112.13,39699624,179772,0.0
80,Armenia,Asia,1990,41.12,2983700,9072,7.583999999999999
81,Armenia,Asia,1991,45.87,3230800,7680,0.0
82,Armenia,Asia,1992,40.86,3308700,4620,0.0
83,Armenia,Asia,1993,51.05,3366600,4284,0.0
84,Armenia,Asia,1994,66.73,3402500,4644,0.0
85,Armenia,Asia,1995,51.79,3443200,5112,7.260000000000002
86,Armenia,Asia,1996,37.05,3486300,5496,0.0
87,Armenia,Asia,1997,32.23,3526700,5580,0.0
88,Armenia,Asia,1998,27.42,3558000,6384,0.0
89,Armenia,Asia,1999,24.68,3580700,6180,0.0
90,Armenia,Asia,2000,34.3,3606500,6360,7.775999999999999
91,Armenia,Asia,2001,29.78,3610516,7044,0.0
92,Armenia,Asia,2002,38.07,3014844,9456,0.0
93,Armenia,Asia,2003,33.43,3024366,11136,0.0
94,Armenia,Asia,2006,43.67,2764396,27720,0.0
95,Armenia,Asia,2007,39.02,2735313,40392,0.0
96,Armenia,Asia,2008,35.15,3045391,45948,0.0
97,Armenia,Asia,2009,33.7,2689695,38580,0.0
98,Armenia,Asia,2010,40.41,2676225,41520,8.652
99,Armenia,Asia,2011,32.98,2670366,45576,8.676
100,Armenia,Asia,2012,36.57,2814300,45276,8.735999999999999
101,Armenia,Asia,2013,37.48,2810664,47484,8.772
102,Armenia,Asia,2014,37.01,2803029,49704,8.796
103,Armenia,Asia,2015,45.28,2795335,45300,0.0
104,Armenia,Asia,2016,40.56,2400033,37880,0.0
105,Aruba,South America,1995,308.51,73581,215388,0.0
106,Aruba,South America,1999,115.47,81934,252324,0.0
107,Aruba,South America,2000,305.33,83888,267996,0.0
108,Aruba,South America,2001,27.28,86045,267804,0.0
109,Aruba,South America,2002,126.46,88284,263844,0.0
110,Aruba,South America,2003,12.93,90457,268140,0.0
111,Aruba,South America,2004,176.72,92335,289596,0.0
112,Aruba,South America,2005,99.58,93728,298440,0.0
113,Aruba,South America,2006,96.31,94508,307464,0.0
114,Aruba,South America,2007,92.19,94814,332064,0.0
115,Aruba,South America,2008,41.44,94814,353364,0.0
116,Aruba,South America,2009,42.23,94795,316332,0.0
117,Aruba,South America,2010,58.65,95006,311688,0.0
118,Aruba,South America,2011,93.42,95488,324792,0.0
119,Australia,Oceania,1985,163.41,14562500,148488,0.0
120,Australia,Oceania,1986,175.79,14809800,147456,0.0
121,Australia,Oceania,1987,188.82,15046500,150768,0.0
122,Australia,Oceania,1988,179.32,15312100,184716,0.0
123,Australia,Oceania,1989,168.11,15570600,230676,0.0
124,Australia,Oceania,1990,172.35,15807000,235980,10.38
125,Australia,Oceania,1991,180.15,16012100,243840,0.0
126,Australia,Oceania,1992,170.64,16203500,240600,0.0
127,Australia,Oceania,1993,154.95,16370000,228360,0.0
128,Australia,Oceania,1994,167.75,16549400,233628,0.0
129,Australia,Oceania,1995,155.19,16766300,262824,10.583999999999998
130,Australia,Oceania,1996,175.34,17015100,282312,0.0
131,Australia,Oceania,1997,186.93,17221300,302808,0.0
132,Australia,Oceania,1998,176.41,17421730,274764,0.0
133,Australia,Oceania,1999,167.15,17641702,264192,0.0
134,Australia,Oceania,2000,157.82,17874410,278628,10.775999999999998
135,Australia,Oceania,2001,158.79,18130883,250320,0.0
136,Australia,Oceania,2002,144.68,18370058,257688,0.0
137,Australia,Oceania,2003,133.84,18608029,300708,0.0
138,Australia,Oceania,2004,133.76,18854551,389448,0.0
139,Australia,Oceania,2006,127.89,19109246,468168,0.0
140,Australia,Oceania,2007,130.25,19734430,518052,0.0
141,Australia,Oceania,2008,130.49,20120312,627780,0.0
142,Australia,Oceania,2009,130.12,20529317,541536,0.0
143,Australia,Oceania,2010,132.64,20847547,658644,11.123999999999997
144,Australia,Oceania,2011,133.22,20881910,801240,11.159999999999998
145,Australia,Oceania,2012,139.57,21238909,872028,11.184000000000003
146,Australia,Oceania,2013,138.78,21600180,874272,11.196
147,Australia,Oceania,2014,149.07,21927587,801708,11.220000000000004
148,Australia,Oceania,2015,154.18,22240785,727872,0.0
149,Austria,Europe,1985,384.81,7110115,117108,9.168000000000001
150,Austria,Europe,1986,401.8,7119149,166932,0.0
151,Austria,Europe,1987,405.88,7130006,208980,0.0
152,Austria,Europe,1988,357.64,7144410,223956,0.0
153,Austria,Europe,1989,359.32,7177666,222528,0.0
154,Austria,Europe,1990,353.78,7231353,276240,9.528000000000002
155,Austria,Europe,1991,355.47,7299728,285696,0.0
156,Austria,Europe,1992,341.74,7375368,317400,0.0
157,Austria,Europe,1993,347.96,7433569,307332,0.0
158,Austria,Europe,1994,343.62,7462552,327288,0.0
159,Austria,Europe,1995,348.09,7477030,386844,9.779999999999996
160,Austria,Europe,1996,342.65,7493706,379920,0.0
161,Austria,Europe,1997,297.5,7512589,339900,0.0
162,Austria,Europe,1998,289.38,7533519,347664,0.0
163,Austria,Europe,1999,280.3,7561609,344664,0.0
164,Austria,Europe,2000,289.77,7592073,311064,10.032000000000002
165,Austria,Europe,2001,261.91,7634560,310176,0.0
166,Austria,Europe,2002,276.92,7683162,333264,0.0
167,Austria,Europe,2003,257.06,7722033,406668,0.0
168,Austria,Europe,2004,254.04,7773105,464532,0.0
169,Austria,Europe,2005,235.25,7827461,484404,10.235999999999999
170,Austria,Europe,2006,218.9,7869269,512376,0.0
171,Austria,Europe,2007,217.31,7897272,590616,0.0
172,Austria,Europe,2008,216.45,7925258,651528,0.0
173,Austria,Europe,2009,213.22,7946894,604272,0.0
174,Austria,Europe,2010,207.55,7968421,590172,10.547999999999996
175,Austria,Europe,2011,211.49,7995146,647076,10.572000000000001
176,Austria,Europe,2012,206.63,8031276,611748,10.608000000000002
177,Austria,Europe,2013,212.12,8079615,638748,10.608000000000002
178,Austria,Europe,2014,209.82,8141165,651336,10.62
179,Austria,Europe,2015,194.62,8219386,557808,0.0
180,Austria,Europe,2016,183.23,7484629,469760,0.0
181,Azerbaijan,Eurasia,1990,24.61,6156800,17268,0.0
182,Azerbaijan,Eurasia,1991,32.23,6290600,16776,0.0
183,Azerbaijan,Eurasia,1992,34.78,6370400,9408,0.0
184,Azerbaijan,Eurasia,1993,31.52,6442600,7404,0.0
185,Azerbaijan,Eurasia,1994,12.04,6521200,6096,0.0
186,Azerbaijan,Eurasia,1995,14.28,6605900,5544,7.308
187,Azerbaijan,Eurasia,1996,17.83,6668100,5712,0.0
188,Azerbaijan,Eurasia,1997,18.59,6711200,7080,0.0
189,Azerbaijan,Eurasia,1998,10.67,7044400,7572,0.0
190,Azerbaijan,Eurasia,1999,8.58,7106400,7740,0.0
191,Azerbaijan,Eurasia,2000,14.41,7415250,8532,7.679999999999999
192,Azerbaijan,Eurasia,2001,60.05,7518000,9108,0.0
193,Azerbaijan,Eurasia,2002,19.42,7605700,9840,0.0
194,Azerbaijan,Eurasia,2003,27.07,7674400,11376,0.0
195,Azerbaijan,Eurasia,2004,18.33,7738250,13464,0.0
196,Azerbaijan,Eurasia,2007,11.83,7921100,50064,0.0
197,Bahamas,North America,1985,4.76,203700,136716,0.0
198,Bahamas,North America,1987,13.59,220900,147432,0.0
199,Bahamas,North America,1993,37.51,243500,152376,0.0
200,Bahamas,North America,1994,10.6,249300,156876,0.0
201,Bahamas,North America,1995,7.16,254500,161676,0.0
202,Bahamas,North America,1996,9.82,252438,171564,0.0
203,Bahamas,North America,1997,7.15,255956,296880,0.0
204,Bahamas,North America,1998,11.09,260125,315228,0.0
205,Bahamas,North America,1999,22.96,264791,348228,0.0
206,Bahamas,North America,2000,40.66,269738,359304,9.336000000000002
207,Bahamas,North America,2001,2.68,276140,361464,0.0
208,Bahamas,North America,2002,9.97,282555,377184,0.0
209,Bahamas,North America,2003,2.49,288888,368448,0.0
210,Bahamas,North America,2004,5.93,295237,368052,0.0
211,Bahamas,North America,2005,13.32,301763,391152,9.360000000000001
212,Bahamas,North America,2006,5.64,308499,395484,0.0
213,Bahamas,North America,2007,13.42,314989,404520,0.0
214,Bahamas,North America,2008,12.49,321447,392952,0.0
215,Bahamas,North America,2009,15.98,327813,365400,0.0
216,Bahamas,North America,2010,58.32,333869,362868,9.288
217,Bahamas,North America,2011,12.99,338383,357132,9.336000000000002
218,Bahamas,North America,2012,11.84,343558,374448,9.395999999999997
219,Bahamas,North America,2013,13.91,348959,365460,9.431999999999997
220,Bahrain,Asia,1985,20.12,365900,119760,8.724000000000002
221,Bahrain,Asia,1987,25.68,363900,111852,0.0
222,Bahrain,Asia,1988,24.8,389700,114012,0.0
223,Bahrain,Asia,1997,0.0,529754,143820,0.0
224,Bahrain,Asia,1998,0.0,546008,135900,0.0
225,Bahrain,Asia,1999,22.46,565762,140436,0.0
226,Bahrain,Asia,2000,32.73,590594,184140,9.528000000000002
227,Bahrain,Asia,2001,30.66,624083,172596,0.0
228,Bahrain,Asia,2002,27.68,661010,174864,0.0
229,Bahrain,Asia,2003,32.39,702913,189072,0.0
230,Bahrain,Asia,2004,54.21,751559,209964,0.0
231,Bahrain,Asia,2005,40.22,819540,233820,9.792000000000002
232,Bahrain,Asia,2006,27.18,888543,249912,0.0
233,Bahrain,Asia,2007,32.09,964770,270288,0.0
234,Bahrain,Asia,2008,27.89,1024110,301272,0.0
235,Bahrain,Asia,2009,24.59,1092922,251856,0.0
236,Bahrain,Asia,2010,11.89,1139160,270864,9.828000000000003
237,Bahrain,Asia,2011,14.96,1103462,312936,9.804
238,Bahrain,Asia,2012,8.68,1201778,307044,9.828000000000003
239,Bahrain,Asia,2013,2.49,1214492,321516,9.851999999999999
240,Bahrain,Asia,2014,6.52,1213966,330036,9.888
241,Barbados,North America,1985,61.72,231000,73644,8.4
242,Barbados,North America,1986,36.73,231600,80640,0.0
243,Barbados,North America,1987,29.46,233700,87996,0.0
244,Barbados,North America,1988,57.39,234800,93156,0.0
245,Barbados,North America,1989,73.58,236000,102492,0.0
246,Barbados,North America,1990,121.23,237000,102444,8.592
247,Barbados,North America,1991,76.93,237000,101628,0.0
248,Barbados,North America,1992,63.53,240000,97548,0.0
249,Barbados,North America,1993,90.93,239600,102480,0.0
250,Barbados,North America,1994,67.08,240300,107436,0.0
251,Barbados,North America,1995,72.29,241200,112536,8.772
252,Barbados,North America,2000,37.13,251133,149160,9.036
253,Barbados,North America,2001,8.65,252406,148176,0.0
254,Barbados,North America,2002,0.0,253353,150132,0.0
255,Barbados,North America,2003,0.0,254122,154644,0.0
256,Barbados,North America,2004,7.79,254925,165432,0.0
257,Barbados,North America,2005,2.58,255889,182760,9.18
258,Barbados,North America,2006,45.38,256883,198372,0.0
259,Barbados,North America,2007,0.0,258083,210336,0.0
260,Barbados,North America,2008,2.31,259414,213120,0.0
261,Barbados,North America,2009,28.8,260718,204084,0.0
262,Barbados,North America,2010,7.62,261927,204408,9.360000000000001
263,Barbados,North America,2011,0.0,263203,212496,9.431999999999997
264,Barbados,North America,2012,0.0,264270,211440,9.516
265,Barbados,North America,2013,0.0,265165,208740,9.42
266,Belarus,Europe,1990,274.37,9408800,27612,0.0
267,Belarus,Europe,1991,297.64,9476200,22788,0.0
268,Belarus,Europe,1992,314.24,9570900,21360,0.0
269,Belarus,Europe,1993,365.11,9641100,20268,0.0
270,Belarus,Europe,1994,403.58,9653900,18564,0.0
271,Belarus,Europe,1995,404.01,9673600,17328,0.0
272,Belarus,Europe,1996,455.71,9684800,18288,0.0
273,Belarus,Europe,1997,446.5,9692100,17496,0.0
274,Belarus,Europe,1998,455.64,9694800,18840,0.0
275,Belarus,Europe,1999,450.36,9563200,15228,0.0
276,Belarus,Europe,2000,447.3,9543479,16020,8.196
277,Belarus,Europe,2001,419.65,9513587,15588,0.0
278,Belarus,Europe,2002,411.0,9469234,18492,0.0
279,Belarus,Europe,2003,444.86,9420691,22704,0.0
280,Belarus,Europe,2007,355.89,9244456,58776,0.0
281,Belarus,Europe,2008,352.16,9205746,79212,0.0
282,Belarus,Europe,2009,375.54,9169969,64392,0.0
283,Belarus,Europe,2010,331.98,8981193,76452,9.431999999999997
284,Belarus,Europe,2011,299.36,8947320,82824,9.516
285,Belarus,Europe,2013,273.32,8910240,101724,9.552
286,Belarus,Europe,2014,252.91,8906977,106188,9.575999999999999
287,Belgium,Europe,1985,332.04,9269600,112272,9.288
288,Belgium,Europe,1986,314.69,9287100,155904,0.0
289,Belgium,Europe,1987,327.76,9291300,193980,0.0
290,Belgium,Europe,1988,283.8,9319300,210108,0.0
291,Belgium,Europe,1989,284.85,9349200,211908,0.0
292,Belgium,Europe,1990,277.11,9369700,264384,9.671999999999997
293,Belgium,Europe,1991,264.02,9396600,270276,0.0
294,Belgium,Europe,1992,265.88,9428100,300432,0.0
295,Belgium,Europe,1993,300.47,9462900,286500,0.0
296,Belgium,Europe,1994,300.4,9497400,311064,0.0
297,Belgium,Europe,1995,285.9,9527100,364728,10.212
298,Belgium,Europe,1996,267.54,9557545,353256,0.0
299,Belgium,Europe,1997,284.74,9576223,319308,0.0
300,Belgium,Europe,1998,264.74,9620997,325044,0.0
301,Belgium,Europe,1999,230.7,9648277,323628,0.0
302,Belgium,Europe,2000,267.8,9674025,295104,10.488000000000005
303,Belgium,Europe,2001,261.22,9710055,293928,0.0
304,Belgium,Europe,2002,247.86,9758570,318312,0.0
305,Belgium,Europe,2003,248.73,9804122,390456,0.0
306,Belgium,Europe,2004,231.06,9848022,451932,0.0
307,Belgium,Europe,2005,231.75,9901014,469488,10.391999999999998
308,Belgium,Europe,2006,214.9,9962702,493620,0.0
309,Belgium,Europe,2007,208.57,10030266,564480,0.0
310,Belgium,Europe,2008,221.54,10100850,616140,0.0
311,Belgium,Europe,2009,218.35,10173366,571560,0.0
312,Belgium,Europe,2010,220.18,10211171,568260,10.596
313,Belgium,Europe,2011,226.71,10355126,610716,10.631999999999998
314,Belgium,Europe,2012,217.13,10442637,572136,10.668
315,Belgium,Europe,2013,201.55,10526149,593868,10.656
316,Belgium,Europe,2014,201.85,10578848,602076,10.680000000000001
317,Belgium,Europe,2015,196.66,10624356,513960,0.0
318,Belize,North America,1986,19.37,146800,18624,0.0
319,Belize,North America,1987,31.41,144069,23040,0.0
320,Belize,North America,1989,5.16,153088,28464,0.0
321,Belize,North America,1990,29.7,158000,31368,7.728000000000001
322,Belize,North America,1991,23.93,162200,32904,0.0
323,Belize,North America,1993,6.49,170800,39336,0.0
324,Belize,North America,1994,164.73,170874,40788,0.0
325,Belize,North America,1995,143.97,180500,41232,7.967999999999999
326,Belize,North America,1996,61.29,180926,42540,0.0
327,Belize,North America,1997,5.77,187650,41844,0.0
328,Belize,North America,1998,81.78,195108,42372,0.0
329,Belize,North America,1999,83.72,202699,43380,0.0
330,Belize,North America,2000,160.8,210109,47520,8.196
331,Belize,North America,2001,151.7,217279,48156,0.0
332,Belize,North America,2002,69.62,224136,49932,0.0
333,Belize,North America,2003,59.0,230890,51468,0.0
334,Belize,North America,2004,117.38,237791,53388,0.0
335,Belize,North America,2005,46.1,245020,54564,8.411999999999997
336,Belize,North America,2006,37.92,252826,57780,0.0
337,Belize,North America,2007,78.49,260667,59412,0.0
338,Belize,North America,2008,86.36,268487,61176,0.0
339,Belize,North America,2009,57.76,276189,58092,0.0
340,Belize,North America,2010,61.48,283796,59076,8.52
341,Belize,North America,2011,153.3,291662,61176,8.532000000000002
342,Belize,North America,2012,73.45,298946,63168,8.592
343,Belize,North America,2013,56.4,305888,63264,8.58
344,Belize,North America,2014,90.95,312780,65376,8.58
345,Belize,North America,2015,135.46,319835,66732,0.0
346,Bosnia and Herzegovina,Europe,2011,1.31,3673312,60912,8.688
347,Bosnia and Herzegovina,Europe,2014,109.5,3654169,60948,8.796
348,Brazil,South America,1985,59.18,117478900,22776,6.912000000000003
349,Brazil,South America,1986,57.16,118776400,27084,0.0
350,Brazil,South America,1987,70.12,122822467,28728,0.0
351,Brazil,South America,1988,65.36,125701294,31536,0.0
352,Brazil,South America,1989,64.02,128570308,39720,0.0
353,Brazil,South America,1990,67.06,131387553,42192,7.2959999999999985
354,Brazil,South America,1991,68.34,134281850,53880,0.0
355,Brazil,South America,1992,64.92,137007021,35088,0.0
356,Brazil,South America,1993,67.86,139615477,37632,0.0
357,Brazil,South America,1994,71.51,142188450,47100,0.0
358,Brazil,South America,1995,75.24,144783591,63756,7.775999999999999
359,Brazil,South America,1996,73.33,147353130,69252,0.0
360,Brazil,South America,1997,76.8,149932627,70692,0.0
361,Brazil,South America,1998,75.05,152524311,67956,0.0
362,Brazil,South America,1999,67.65,155122073,46368,0.0
363,Brazil,South America,2000,68.23,157715991,49872,8.196
364,Brazil,South America,2001,73.49,160178796,41904,0.0
365,Brazil,South America,2002,69.77,162761414,37452,0.0
366,Brazil,South America,2003,68.07,165396911,40512,0.0
367,Brazil,South America,2004,70.22,167993068,47808,0.0
368,Brazil,South America,2005,73.6,170483960,62760,8.424000000000001
369,Brazil,South America,2006,69.9,172974722,76836,0.0
370,Brazil,South America,2007,71.68,175293192,95640,0.0
371,Brazil,South America,2008,72.21,177471632,114660,0.0
372,Brazil,South America,2009,70.37,179569551,111396,0.0
373,Brazil,South America,2010,72.73,181629712,145932,8.844
374,Brazil,South America,2011,72.41,183656441,170940,8.904
375,Brazil,South America,2012,74.45,185591215,159396,8.952000000000002
376,Brazil,South America,2013,73.41,187458852,158292,9.024
377,Brazil,South America,2014,73.13,189285554,155700,9.06
378,Brazil,South America,2015,77.45,191087085,113172,0.0
379,Bulgaria,Europe,1985,303.12,8392500,24528,8.232
380,Bulgaria,Europe,1986,275.48,8391500,28956,0.0
381,Bulgaria,Europe,1987,308.4,8375400,40260,0.0
382,Bulgaria,Europe,1988,292.49,8389800,32256,0.0
383,Bulgaria,Europe,1989,292.19,8403200,31404,0.0
384,Bulgaria,Europe,1990,256.43,8418500,29412,8.340000000000002
385,Bulgaria,Europe,1991,268.94,8431900,15576,0.0
386,Bulgaria,Europe,1992,310.6,8041500,15444,0.0
387,Bulgaria,Europe,1993,278.36,8001000,16248,0.0
388,Bulgaria,Europe,1994,288.39,7995500,14556,0.0
389,Bulgaria,Europe,1995,277.85,7983900,19632,8.351999999999999
390,Bulgaria,Europe,1996,296.2,7963300,15240,0.0
391,Bulgaria,Europe,1997,276.36,7933900,16932,0.0
392,Bulgaria,Europe,1998,304.61,7899500,22224,0.0
393,Bulgaria,Europe,1999,250.71,7866600,20580,0.0
394,Bulgaria,Europe,2000,259.22,7829095,20160,8.556
395,Bulgaria,Europe,2001,244.62,7591926,22248,0.0
396,Bulgaria,Europe,2002,247.35,7544410,25884,0.0
397,Bulgaria,Europe,2003,207.65,7493166,33600,0.0
398,Bulgaria,Europe,2004,184.12,7447563,41820,0.0
399,Bulgaria,Europe,2005,178.06,7404051,48036,8.988000000000003
400,Bulgaria,Europe,2006,186.53,7358508,55656,0.0
401,Bulgaria,Europe,2007,173.77,7312474,72876,0.0
402,Bulgaria,Europe,2008,170.34,7267511,89844,0.0
403,Bulgaria,Europe,2009,154.42,7219817,86232,0.0
404,Bulgaria,Europe,2010,158.25,7162740,84792,9.275999999999998
405,Bulgaria,Europe,2011,133.52,7056527,97644,9.300000000000002
406,Bulgaria,Europe,2012,164.17,6959652,92940,9.336000000000002
407,Bulgaria,Europe,2013,134.16,6920644,96684,9.348
408,Bulgaria,Europe,2014,139.77,6883874,98892,9.384
409,Cabo Verde,Africa,2011,133.84,452179,49488,0.0
410,Canada,North America,1985,166.46,23499900,186264,9.924000000000001
411,Canada,North America,1986,190.11,23499100,192744,0.0
412,Canada,North America,1987,179.33,23798100,217488,0.0
413,Canada,North America,1988,175.38,24080600,252828,0.0
414,Canada,North America,1989,170.98,24368400,278256,0.0
415,Canada,North America,1990,165.02,24704400,288492,10.188
416,Canada,North America,1991,167.78,25390400,288456,0.0
417,Canada,North America,1992,163.6,26454400,268716,0.0
418,Canada,North America,1993,164.02,26944700,257052,0.0
419,Canada,North America,1994,161.91,27246000,254628,0.0
420,Canada,North America,1995,163.52,27618500,262452,10.332
421,Canada,North America,1996,162.89,27706600,272232,0.0
422,Canada,North America,1997,151.43,28085100,278940,0.0
423,Canada,North America,1998,150.12,28372536,267216,0.0
424,Canada,North America,1999,158.44,28681643,282864,0.0
425,Canada,North America,2000,139.0,29008565,307068,10.404
426,Canada,North America,2001,137.43,29262055,301980,0.0
427,Canada,North America,2002,137.73,29642114,306840,0.0
428,Canada,North America,2003,137.27,29958833,357444,0.0
429,Canada,North America,2004,131.66,30283966,405444,0.0
430,Canada,North America,2005,133.84,30597090,458616,10.703999999999999
431,Canada,North America,2006,126.43,30902962,510792,0.0
432,Canada,North America,2007,127.45,31242631,562680,0.0
433,Canada,North America,2008,127.59,31588641,588492,0.0
434,Canada,North America,2009,130.67,31937357,515196,0.0
435,Canada,North America,2010,132.67,32286140,599688,10.836000000000004
436,Canada,North America,2011,125.02,32615418,658092,10.908000000000001
437,Canada,North America,2012,127.88,32961196,664164,10.92
438,Canada,North America,2013,133.09,33314836,663720,10.944000000000003
439,Chile,South America,1985,108.91,10675400,19896,7.848
440,Chile,South America,1986,90.94,10931700,20736,0.0
441,Chile,South America,1987,89.42,11209000,23820,0.0
442,Chile,South America,1988,94.9,11306000,27636,0.0
443,Chile,South America,1989,100.44,11501000,31188,0.0
444,Chile,South America,1990,91.86,11709000,33936,8.388
445,Chile,South America,1991,98.83,11871000,38244,0.0
446,Chile,South America,1992,78.88,12125000,45492,0.0
447,Chile,South America,1993,103.18,12306400,48072,0.0
448,Chile,South America,1994,95.34,12526600,54612,0.0
449,Chile,South America,1995,108.91,12897643,68340,8.676
450,Chile,South America,1996,95.71,13125089,71352,0.0
451,Chile,South America,1997,100.13,13339550,76416,0.0
452,Chile,South America,1998,109.77,13543940,72276,0.0
453,Chile,South America,1999,111.86,13743882,65640,0.0
454,Chile,South America,2000,149.18,13943575,67008,9.024
455,Chile,South America,2001,147.58,14139590,60240,0.0
456,Chile,South America,2002,149.28,14332840,58392,0.0
457,Chile,South America,2003,153.54,14523758,62496,0.0
458,Chile,South America,2004,155.69,14710993,80928,0.0
459,Chile,South America,2005,147.43,14893574,99072,9.456000000000001
460,Chile,South America,2006,155.06,15071596,123240,0.0
461,Chile,South America,2007,150.92,15245435,136644,0.0
462,Chile,South America,2008,167.88,15415661,139836,0.0
463,Chile,South America,2009,174.3,15584149,132744,0.0
464,Chile,South America,2010,162.88,15751851,166488,9.768
465,Chile,South America,2011,160.84,15910783,190248,9.851999999999999
466,Chile,South America,2012,148.41,16075247,199404,9.924000000000001
467,Chile,South America,2013,134.52,16242244,205680,9.959999999999999
468,Chile,South America,2014,137.37,16406867,190596,9.984000000000002
469,Chile,South America,2015,147.68,16565725,176748,0.0
470,Colombia,South America,1985,62.56,25052400,16716,6.876000000000001
471,Colombia,South America,1986,50.11,25585600,16392,0.0
472,Colombia,South America,1987,45.17,28009432,15588,0.0
473,Colombia,South America,1988,50.64,28649501,16428,0.0
474,Colombia,South America,1989,41.69,29289829,16200,0.0
