,country,continent,year,suicides_rate,population,gdp_per_capita,hdi
2112,Trinidad and Tobago,South America,1985,30.17,1008000,87804,8.075999999999999
2113,Trinidad and Tobago,South America,1986,123.13,1061600,54192,0.0
2114,Trinidad and Tobago,South America,1987,155.54,1078300,53388,0.0
2115,Trinidad and Tobago,South America,1988,228.75,1095600,49248,0.0
2116,Trinidad and Tobago,South America,1989,198.16,1070000,48480,0.0
2117,Trinidad and Tobago,South America,1990,186.38,1088500,55872,8.075999999999999
2118,Trinidad and Tobago,South America,1991,153.54,1102000,57804,0.0
2119,Trinidad and Tobago,South America,1992,194.39,1132600,57636,0.0
2120,Trinidad and Tobago,South America,1993,161.53,1148300,48792,0.0
2121,Trinidad and Tobago,South America,1994,159.4,1162900,51048,0.0
2122,Trinidad and Tobago,South America,1995,242.93,1149173,55644,8.208
2123,Trinidad and Tobago,South America,1996,196.36,1156185,59784,0.0
2124,Trinidad and Tobago,South America,1997,189.39,1162267,59244,0.0
2125,Trinidad and Tobago,South America,1998,196.04,1167924,62100,0.0
2126,Trinidad and Tobago,South America,1999,145.32,1173276,69636,0.0
2127,Trinidad and Tobago,South America,2000,198.32,1178363,83040,8.604000000000003
2128,Trinidad and Tobago,South America,2001,205.33,1183354,89496,0.0
2129,Trinidad and Tobago,South America,2002,159.01,1188800,90936,0.0
2130,Trinidad and Tobago,South America,2003,158.25,1194458,113580,0.0
2131,Trinidad and Tobago,South America,2004,188.28,1200116,132792,0.0
2132,Trinidad and Tobago,South America,2005,144.14,1205471,159096,9.036
2133,Trinidad and Tobago,South America,2006,133.89,1209301,182280,0.0
2134,Trinidad and Tobago,South America,2007,143.58,1213988,213924,0.0
2135,Trinidad and Tobago,South America,2008,178.25,1219336,274284,0.0
2136,Trinidad and Tobago,South America,2009,120.24,1225097,187824,0.0
2137,Trinidad and Tobago,South America,2010,150.5,1231002,216000,9.264000000000001
2138,Trinidad and Tobago,South America,2011,138.69,1237186,246684,9.204
2139,Turkey,Eurasia,2009,21.29,65962419,117276,0.0
2140,Turkey,Eurasia,2010,31.69,66975131,138300,8.855999999999998
2141,Turkey,Eurasia,2011,23.07,68034357,146844,9.011999999999997
2142,Turkey,Eurasia,2012,28.4,68976439,152052,9.072000000000001
2143,Turkey,Eurasia,2013,35.42,69880352,163236,9.108000000000002
2144,Turkey,Eurasia,2014,30.83,70931420,158040,9.132
2145,Turkey,Eurasia,2015,28.47,71880464,143532,0.0
2146,Turkmenistan,Asia,1987,173.61,2859100,9780,0.0
2147,Turkmenistan,Asia,1988,162.45,2926300,12348,0.0
2148,Turkmenistan,Asia,1989,135.33,2999000,12036,0.0
2149,Turkmenistan,Asia,1990,172.01,3079800,12432,0.0
2150,Turkmenistan,Asia,1991,126.94,3162500,12168,0.0
2151,Turkmenistan,Asia,1992,111.85,3252900,11808,0.0
2152,Turkmenistan,Asia,1993,115.43,3331100,11448,0.0
2153,Turkmenistan,Asia,1994,116.92,3423100,8976,0.0
2154,Turkmenistan,Asia,1995,90.44,3818200,7800,0.0
2155,Turkmenistan,Asia,1996,103.64,3913000,7296,0.0
2156,Turkmenistan,Asia,1997,100.97,4006400,7344,0.0
2157,Turkmenistan,Asia,1998,136.5,4099200,7632,0.0
2158,Turkmenistan,Asia,1999,145.06,3958754,7428,0.0
2159,Turkmenistan,Asia,2000,112.13,4026478,8652,0.0
2160,Turkmenistan,Asia,2001,133.46,4095981,10356,0.0
2161,Turkmenistan,Asia,2002,115.43,4143692,12924,0.0
2162,Turkmenistan,Asia,2003,107.02,4177740,17172,0.0
2163,Turkmenistan,Asia,2004,112.8,4211000,19488,0.0
2164,Turkmenistan,Asia,2005,134.19,4252530,22872,0.0
2165,Turkmenistan,Asia,2006,143.84,4287650,28764,0.0
2166,Turkmenistan,Asia,2007,96.69,4342657,34992,0.0
2167,Turkmenistan,Asia,2008,117.58,4412135,52416,0.0
2168,Turkmenistan,Asia,2009,42.54,4484467,54096,0.0
2169,Turkmenistan,Asia,2010,45.75,4551185,59544,7.992000000000001
2170,Turkmenistan,Asia,2011,31.63,4626095,75828,8.052000000000001
2171,Turkmenistan,Asia,2012,30.6,4690058,89976,8.123999999999999
2172,Turkmenistan,Asia,2013,23.29,4748055,99060,8.184000000000003
2173,Turkmenistan,Asia,2014,28.15,4811227,108552,8.255999999999998
2174,Turkmenistan,Asia,2015,28.48,4886514,87912,0.0
2175,Ukraine,Europe,1987,294.04,47374200,16236,0.0
2176,Ukraine,Europe,1988,286.72,47549900,18852,0.0
2177,Ukraine,Europe,1989,316.32,47761700,20784,0.0
2178,Ukraine,Europe,1990,296.7,47971600,20376,8.459999999999999
2179,Ukraine,Europe,1991,297.91,48200600,19284,0.0
2180,Ukraine,Europe,1992,322.49,48487300,18300,0.0
2181,Ukraine,Europe,1993,352.11,48680500,16188,0.0
2182,Ukraine,Europe,1994,384.29,48619000,12972,0.0
2183,Ukraine,Europe,1995,396.67,48415300,11952,7.944
2184,Ukraine,Europe,1996,403.42,48174500,11100,0.0
2185,Ukraine,Europe,1997,395.67,47923000,12552,0.0
2186,Ukraine,Europe,1998,390.15,47675400,10548,0.0
2187,Ukraine,Europe,1999,376.06,47415400,7992,0.0
2188,Ukraine,Europe,2000,377.19,47125400,7956,8.016
2189,Ukraine,Europe,2001,348.14,46805969,9744,0.0
2190,Ukraine,Europe,2002,344.05,46060017,11040,0.0
2191,Ukraine,Europe,2003,337.07,45697383,13164,0.0
2192,Ukraine,Europe,2004,307.05,45322826,17184,0.0
2193,Ukraine,Europe,2005,297.18,44939270,23004,8.556
2194,Ukraine,Europe,2006,282.79,44560034,29016,0.0
2195,Ukraine,Europe,2007,281.12,44198672,38748,0.0
2196,Ukraine,Europe,2008,274.5,43856123,49248,0.0
2197,Ukraine,Europe,2009,279.26,43557944,32292,0.0
2198,Ukraine,Europe,2010,263.07,43296809,37692,8.784
2199,Ukraine,Europe,2011,264.0,43074791,45456,8.855999999999998
2200,Ukraine,Europe,2012,268.47,42915935,49152,8.916000000000002
2201,Ukraine,Europe,2014,250.5,40464165,39588,8.964
2202,Ukraine,Europe,2015,244.72,40345446,27072,0.0
2203,United Arab Emirates,Asia,2005,16.05,4280433,506352,9.864
2204,United Arab Emirates,Asia,2006,16.55,4923879,541320,0.0
2205,United Arab Emirates,Asia,2007,15.99,5695389,543420,0.0
2206,United Arab Emirates,Asia,2008,11.86,6510358,581484,0.0
2207,United Arab Emirates,Asia,2009,11.73,7252480,419520,0.0
2208,United Arab Emirates,Asia,2010,22.71,7839736,443568,9.936
2209,United Kingdom,Europe,1985,116.45,53006535,110772,9.036
2210,United Kingdom,Europe,1986,112.01,53119533,135876,0.0
2211,United Kingdom,Europe,1987,103.81,53239668,167952,0.0
2212,United Kingdom,Europe,1988,114.55,53310780,204864,0.0
2213,United Kingdom,Europe,1989,99.19,53425129,208188,0.0
2214,United Kingdom,Europe,1990,103.34,53557854,244932,9.275999999999998
2215,United Kingdom,Europe,1991,98.8,53903427,254412,0.0
2216,United Kingdom,Europe,1992,98.75,54076358,261780,0.0
2217,United Kingdom,Europe,1993,96.85,54283982,234636,0.0
2218,United Kingdom,Europe,1994,94.76,54497293,251124,0.0
2219,United Kingdom,Europe,1995,92.34,54746964,292668,10.043999999999999
2220,United Kingdom,Europe,1996,88.32,55012207,307308,0.0
2221,United Kingdom,Europe,1997,88.78,55266635,337092,0.0
2222,United Kingdom,Europe,1998,90.76,55527379,354096,0.0
2223,United Kingdom,Europe,1999,92.44,55833339,357984,0.0
2224,United Kingdom,Europe,2000,87.33,56133909,352296,10.38
2225,United Kingdom,Europe,2001,85.14,55571993,350148,0.0
2226,United Kingdom,Europe,2002,82.71,55908944,379560,0.0
2227,United Kingdom,Europe,2003,80.15,56171771,435468,0.0
2228,United Kingdom,Europe,2004,82.72,56455011,509832,0.0
2229,United Kingdom,Europe,2005,79.16,56809024,532464,10.680000000000001
2230,United Kingdom,Europe,2006,78.17,57091129,565956,0.0
2231,United Kingdom,Europe,2007,74.92,57382757,642912,0.0
2232,United Kingdom,Europe,2008,80.71,57683372,601332,0.0
2233,United Kingdom,Europe,2009,78.0,58013559,492888,0.0
2234,United Kingdom,Europe,2010,77.41,58403529,501576,10.872
2235,United Kingdom,Europe,2011,78.29,58881852,533892,10.812
2236,United Kingdom,Europe,2012,79.47,59708630,535020,10.812
2237,United Kingdom,Europe,2013,84.92,60091793,547128,10.823999999999998
2238,United Kingdom,Europe,2014,83.93,60570482,598872,10.884
2239,United Kingdom,Europe,2015,86.74,61082942,566880,0.0
2240,United States,North America,1985,184.72,220723000,236316,10.091999999999999
2241,United States,North America,1986,191.65,222953000,247056,0.0
2242,United States,North America,1987,191.66,225148000,259572,0.0
2243,United States,North America,1988,187.71,227353000,277236,0.0
2244,United States,North America,1989,182.44,229487000,295848,0.0
2245,United States,North America,1990,187.8,229952200,312048,10.308000000000002
2246,United States,North America,1991,183.77,232955000,318036,0.0
2247,United States,North America,1992,177.77,235565600,333120,0.0
2248,United States,North America,1993,179.12,238092300,346692,0.0
2249,United States,North America,1994,176.03,240614100,364500,0.0
2250,United States,North America,1995,173.09,243164200,378216,10.511999999999995
2251,United States,North America,1996,166.45,245997800,395136,0.0
2252,United States,North America,1997,161.96,248486400,415728,0.0
2253,United States,North America,1998,160.51,251332500,433968,0.0
2254,United States,North America,1999,150.77,253748671,456864,0.0
2255,United States,North America,2000,146.58,262246108,470616,10.596
2256,United States,North America,2001,148.22,265427546,480216,0.0
2257,United States,North America,2002,150.02,268759559,490140,0.0
2258,United States,North America,2003,145.64,271041510,509616,0.0
2259,United States,North America,2004,146.9,273584136,538404,0.0
2260,United States,North America,2005,146.68,276106680,569076,10.764000000000001
2261,United States,North America,2006,145.13,278980848,595992,0.0
2262,United States,North America,2007,149.12,280658606,619020,0.0
2263,United States,North America,2008,153.24,282355565,625536,0.0
2264,United States,North America,2009,154.19,285162662,606756,0.0
2265,United States,North America,2010,158.89,287839149,623868,10.908000000000001
2266,United States,North America,2011,162.36,290313825,641424,10.931999999999997
2267,United States,North America,2012,165.14,292827128,662040,10.944000000000003
2268,United States,North America,2013,166.67,295322862,678240,10.956000000000001
2269,United States,North America,2014,171.33,297749735,702372,10.979999999999997
2270,United States,North America,2015,175.41,300078511,724644,0.0
2271,Uruguay,South America,1985,178.61,2737400,20748,8.004
2272,Uruguay,South America,1986,172.47,2757600,25584,0.0
2273,Uruguay,South America,1987,164.43,2778900,31812,0.0
2274,Uruguay,South America,1988,164.46,2799600,35208,0.0
2275,Uruguay,South America,1989,196.46,2820700,35904,0.0
2276,Uruguay,South America,1990,180.67,2834000,39372,8.304
2277,Uruguay,South America,1993,223.02,2896228,62160,0.0
2278,Uruguay,South America,1994,214.0,2920296,71808,0.0
2279,Uruguay,South America,1995,237.94,2943816,78660,8.532000000000002
2280,Uruguay,South America,1996,187.93,2967278,82968,0.0
2281,Uruguay,South America,1997,233.91,2991662,96144,0.0
2282,Uruguay,South America,1998,264.08,3014887,101040,0.0
2283,Uruguay,South America,1999,243.62,3034833,94836,0.0
2284,Uruguay,South America,2000,274.27,3050169,89796,8.904
2285,Uruguay,South America,2001,236.12,3061024,81924,0.0
2286,Uruguay,South America,2002,331.69,3065257,53268,0.0
2287,Uruguay,South America,2003,259.25,3065772,47148,0.0
2288,Uruguay,South America,2004,258.49,3066489,53556,0.0
2289,Uruguay,South America,2005,241.31,3070178,67860,9.072000000000001
2290,Uruguay,South America,2006,248.11,3077445,76344,0.0
2291,Uruguay,South America,2007,266.31,3087957,90972,0.0
2292,Uruguay,South America,2008,234.53,3100791,117516,0.0
2293,Uruguay,South America,2009,237.75,3114306,121992,0.0
2294,Uruguay,South America,2010,257.43,3127306,154584,9.360000000000001
2295,Uruguay,South America,2012,264.35,3151939,195168,9.456000000000001
2296,Uruguay,South America,2013,249.09,3164670,218148,9.48
2297,Uruguay,South America,2014,248.64,3177645,216144,9.516
2298,Uruguay,South America,2015,270.02,3190795,200352,0.0
2299,Uzbekistan,Asia,1990,129.36,17165700,9336,0.0
2300,Uzbekistan,Asia,1991,124.18,17347800,9456,0.0
2301,Uzbekistan,Asia,1992,111.29,18257000,8508,0.0
2302,Uzbekistan,Asia,1993,111.76,18509300,8496,0.0
2303,Uzbekistan,Asia,1994,110.85,19144700,8088,0.0
2304,Uzbekistan,Asia,1995,111.3,19599000,8172,0.0
2305,Uzbekistan,Asia,1996,125.06,19854500,8436,0.0
2306,Uzbekistan,Asia,1997,110.58,20364300,8688,0.0
2307,Uzbekistan,Asia,1998,108.3,20861200,8628,0.0
2308,Uzbekistan,Asia,1999,113.33,21329916,9612,0.0
2309,Uzbekistan,Asia,2000,120.31,21789067,7584,7.128000000000001
2310,Uzbekistan,Asia,2001,115.92,22231527,6156,0.0
2311,Uzbekistan,Asia,2002,95.28,22632256,5136,0.0
2312,Uzbekistan,Asia,2003,82.06,22982883,5292,0.0
2313,Uzbekistan,Asia,2004,68.04,23300841,6192,0.0
2314,Uzbekistan,Asia,2005,67.81,23600347,7272,7.5
2315,Uzbekistan,Asia,2009,60.86,25288102,15984,0.0
2316,Uzbekistan,Asia,2010,63.23,25651783,18396,7.860000000000002
2317,Uzbekistan,Asia,2011,67.14,25978049,21204,7.931999999999998
2318,Uzbekistan,Asia,2012,77.53,26381830,23568,8.016
2319,Uzbekistan,Asia,2013,78.86,26838924,25800,8.063999999999998
2320,Uzbekistan,Asia,2014,85.12,27313507,27708,8.1
